,Compound ID,SMILES,LogP,TPSA,N_RotatableBonds,AromaticBonds,HeavyAtomCount,RingCount,N_H_Donors,N_H_Acceptors,pLC50,pLC50_bin
121,compound-122,CCO[P@@](=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,3.645100000000002,61.6,6,2,21,2,0,5,6.613,1.0
227,compound-228,O=Cc1ccc([N+](=O)[O-])cc1,1.4073,60.21,2,1,11,1,0,3,4.175,1.0
12,compound-13,CCCCCCCCCCc1ccc(N)cc1,4.952000000000004,26.02,9,1,17,1,1,1,6.575,1.0
121,compound-122,CCO[P@@](=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,3.645100000000002,61.6,6,2,21,2,0,5,6.613,1.0
302,compound-303,Clc1cccc(Cl)c1C(Cl)Cl,4.469600000000001,0.0,1,1,11,1,0,0,5.375,1.0
103,compound-104,CC(=O)c1ccc(Cl)cc1Cl,3.196000000000001,17.07,1,1,11,1,0,1,4.208,1.0
334,compound-335,c1ccc(Oc2ccccc2)cc1,3.478900000000002,9.23,2,2,13,2,0,1,4.629,1.0
27,compound-28,C=C[C@](C)(O)CC/C=C(/C)CCC=C(C)C,4.396300000000004,20.23,7,0,16,0,1,1,5.192,1.0
206,compound-207,Nc1cccc(OCc2ccccc2)c1,2.8478000000000003,35.25,3,2,15,2,1,2,4.307,1.0
108,compound-109,CCCCCC(=O)OCC,2.1298000000000004,26.3,5,0,10,0,0,2,4.21,1.0
32,compound-33,Brc1ccsc1,2.5106,0.0,0,1,6,1,0,1,4.421,1.0
92,compound-93,O=Cc1ccccc1,1.4991,17.07,1,1,8,1,0,1,4.032,1.0
174,compound-175,C=CC(=O)OCC(C)C,1.3716000000000002,26.3,3,0,9,0,0,2,4.786,1.0
235,compound-236,C=CC(=O)OC[C@H](C)O,0.0963999999999998,46.53,3,0,9,0,1,3,4.59,1.0
120,compound-121,O=Cc1ccccc1F,1.6382,17.07,1,1,9,1,0,1,4.964,1.0
51,compound-52,O=[N+]([O-])c1ccc([N+](=O)[O-])c(O)c1,1.2086000000000003,106.51000000000002,2,1,13,1,1,5,4.74,1.0
315,compound-316,O=Cc1c(F)c(F)c(F)c(F)c1F,2.1946000000000003,17.07,1,1,13,1,0,1,5.251,1.0
259,compound-260,Clc1cc(Cl)c(Cl)cc1Cl,4.3002,0.0,0,1,10,1,0,0,5.801,1.0
95,compound-96,CCN(CC)c1ccccc1,2.532800000000001,3.24,3,1,11,1,0,1,3.959,1.0
323,compound-324,CC(=O)/C=C/C1=C(C)CCCC1(C)C,3.6582000000000026,17.07,2,0,14,1,0,1,4.577,1.0
32,compound-33,Brc1ccsc1,2.5106,0.0,0,1,6,1,0,1,4.421,1.0
105,compound-106,CC#CCO,0.002,20.23,0,0,5,0,1,1,3.841,1.0
145,compound-146,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,3.0869000000000018,32.34,1,1,14,1,1,1,4.215,1.0
197,compound-198,CCc1ccc(O)cc1,1.9546,20.23,1,1,9,1,1,1,4.07,1.0
153,compound-154,CCCCCCCCCCO,3.119400000000001,20.23,8,0,11,0,1,1,4.818,1.0
20,compound-21,CCCSSCCC,3.187800000000002,0.0,5,0,8,0,0,2,4.759,1.0
193,compound-194,CNC(=O)Oc1ccc(N(C)C)c(C)c1,1.77922,41.57,2,1,15,1,1,3,5.029,1.0
273,compound-274,Nc1ccc([N+](=O)[O-])cc1Cl,1.8304,69.16,1,1,11,1,1,3,3.934,1.0
285,compound-286,C=C(C)C(=C)C,2.1386000000000003,0.0,1,0,6,0,0,0,4.075,1.0
140,compound-141,CC(=O)c1ccc(Cl)c(Cl)c1Cl,3.849400000000001,17.07,1,1,12,1,0,1,5.048,1.0
292,compound-293,CC(C)c1cccc(C(C)C)c1N,3.5156000000000027,26.02,2,1,13,1,1,1,4.064,1.0
172,compound-173,C#C[C@H](O)CCCC,1.1707,20.23,3,0,8,0,1,1,4.804,1.0
285,compound-286,C=C(C)C(=C)C,2.1386000000000003,0.0,1,0,6,0,0,0,4.075,1.0
336,compound-337,O=Cc1ccccc1O,1.2047,37.3,1,1,9,1,1,2,4.726,1.0
336,compound-337,O=Cc1ccccc1O,1.2047,37.3,1,1,9,1,1,2,4.726,1.0
77,compound-78,COC(=O)c1ccc(C(=O)OC)c(N)c1,0.8420000000000001,78.62,2,1,15,1,1,5,4.37,1.0
258,compound-259,CCCCCCCCCc1ccc(O)cc1,4.685300000000004,20.23,8,1,16,1,1,1,6.2,1.0
13,compound-14,CCCCOP(=O)(OCCCC)OCCCC,4.544600000000004,44.760000000000005,12,0,17,0,0,4,4.449,1.0
95,compound-96,CCN(CC)c1ccccc1,2.532800000000001,3.24,3,1,11,1,0,1,3.959,1.0
66,compound-67,c1ccc2ccccc2c1,2.8398000000000003,0.0,0,2,10,2,0,0,4.32,1.0
284,compound-285,Oc1c(Cl)cc(Cl)cc1Cl,3.3524000000000003,20.23,0,1,10,1,1,1,4.606,1.0
154,compound-155,CCCCOC(=O)c1ccc(C(=O)OCCCC)cc1,3.600400000000003,52.60000000000001,8,1,20,1,0,4,5.674,1.0
23,compound-24,ClC(Cl)C(Cl)(Cl)Cl,3.1603000000000003,0.0,0,0,7,0,0,0,4.429,1.0
334,compound-335,c1ccc(Oc2ccccc2)cc1,3.478900000000002,9.23,2,2,13,2,0,1,4.629,1.0
77,compound-78,COC(=O)c1ccc(C(=O)OC)c(N)c1,0.8420000000000001,78.62,2,1,15,1,1,5,4.37,1.0
108,compound-109,CCCCCC(=O)OCC,2.1298000000000004,26.3,5,0,10,0,0,2,4.21,1.0
309,compound-310,O=Cc1cccc(C(F)(F)F)c1,2.517900000000001,17.07,1,1,12,1,0,1,5.275,1.0
139,compound-140,CC(C)(C)c1ccc(O)cc1,2.689700000000001,20.23,0,1,11,1,1,1,4.465,1.0
89,compound-90,O=[N+]([O-])c1ccc(Oc2ccccc2)cc1,3.387100000000002,52.370000000000005,3,2,16,2,0,3,4.91,1.0
214,compound-215,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,1.5170199999999996,106.51,2,1,14,1,1,5,5.059,1.0
350,compound-351,CCCCCCCCCCCC(C)=O,4.496300000000004,17.07,10,0,14,0,0,1,5.742,1.0
225,compound-226,CCOC(=O)c1ccccc1C(=O)OCC,2.04,52.60000000000001,4,1,16,1,0,4,3.845,1.0
86,compound-87,CCCCCC[C@H]1CCC(=O)O1,2.6624000000000008,26.3,5,0,12,1,0,2,3.976,1.0
222,compound-223,COC(=O)c1cc(Cl)ccc1Cl,2.780000000000001,26.3,1,1,12,1,0,2,4.166,1.0
357,compound-358,CCCCC=O,1.3755,17.07,3,0,6,0,0,1,3.824,1.0
275,compound-276,Oc1ccccc1Cl,2.0456,20.23,0,1,8,1,1,1,4.052,1.0
4,compound-5,C#C[C@H](O)CCCCC,1.5608,20.23,4,0,9,0,1,1,5.485,1.0
13,compound-14,CCCCOP(=O)(OCCCC)OCCCC,4.544600000000004,44.760000000000005,12,0,17,0,0,4,4.449,1.0
297,compound-298,Brc1nc(Br)c(Br)[nH]1,2.6972,28.68,0,1,8,1,1,1,4.697,1.0
224,compound-225,O=C(c1ccccc1)c1ccccc1,2.917600000000001,17.07,2,2,14,2,0,1,4.093,1.0
60,compound-61,COc1cccc(C=O)c1O,1.2133,46.53,2,1,11,1,1,3,5.2811,1.0
287,compound-288,c1ccc(Nc2ccccc2)cc1,3.430200000000002,12.03,2,2,13,2,1,1,4.65,1.0
32,compound-33,Brc1ccsc1,2.5106,0.0,0,1,6,1,0,1,4.421,1.0
199,compound-200,C=CCc1ccccc1O,2.1207,20.23,2,1,10,1,1,1,3.951,1.0
99,compound-100,Nc1ccccc1Cl,1.9222,26.02,0,1,8,1,1,1,4.347,1.0
259,compound-260,Clc1cc(Cl)c(Cl)cc1Cl,4.3002,0.0,0,1,10,1,0,0,5.801,1.0
367,compound-368,Oc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,3.7114,40.46,0,1,12,1,2,2,5.29,1.0
140,compound-141,CC(=O)c1ccc(Cl)c(Cl)c1Cl,3.849400000000001,17.07,1,1,12,1,0,1,5.048,1.0
208,compound-209,BrCCCBr,2.166300000000001,0.0,2,0,5,0,0,0,4.985,1.0
118,compound-119,N#Cc1cc(I)c(O)c(I)c1,2.4730799999999995,44.02,0,1,11,1,1,2,4.737,1.0
208,compound-209,BrCCCBr,2.166300000000001,0.0,2,0,5,0,0,0,4.985,1.0
277,compound-278,C=Cc1ccccc1,2.3296,0.0,1,1,8,1,0,0,4.41,1.0
309,compound-310,O=Cc1cccc(C(F)(F)F)c1,2.517900000000001,17.07,1,1,12,1,0,1,5.275,1.0
298,compound-299,Fc1ccc(Oc2ccc(F)cc2)cc1,3.757100000000002,9.23,2,2,15,2,0,1,5.261,1.0
349,compound-350,CC(C)SSC(C)C,3.184600000000001,0.0,3,0,8,0,0,2,4.257,1.0
67,compound-68,CC(C)(C)c1ccc(Oc2cccc(C=O)c2)cc1,4.588900000000004,26.3,3,2,19,2,0,2,5.837,1.0
87,compound-88,O=[N+]([O-])c1c(Cl)cc(Cl)c([N+](=O)[O-])c1Cl,3.4632000000000005,86.28,2,1,15,1,0,4,6.087,1.0
26,compound-27,CCCCCCCCN,2.3056,26.02,6,0,9,0,1,1,4.396,1.0
329,compound-330,Oc1c(Br)c(Br)c(Br)c(Br)c1Br,5.204700000000001,20.23,0,1,12,1,1,1,6.72,1.0
153,compound-154,CCCCCCCCCCO,3.119400000000001,20.23,8,0,11,0,1,1,4.818,1.0
187,compound-188,CCCc1ccc(O)cc1,2.3447000000000005,20.23,2,1,10,1,1,1,4.093,1.0
66,compound-67,c1ccc2ccccc2c1,2.8398000000000003,0.0,0,2,10,2,0,0,4.32,1.0
147,compound-148,ClC(Cl)C(Cl)Cl,2.5938000000000008,0.0,1,0,6,0,0,0,3.917,1.0
345,compound-346,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,2.997200000000002,38.77,3,1,21,3,0,3,4.561,1.0
105,compound-106,CC#CCO,0.002,20.23,0,0,5,0,1,1,3.841,1.0
139,compound-140,CC(C)(C)c1ccc(O)cc1,2.689700000000001,20.23,0,1,11,1,1,1,4.465,1.0
282,compound-283,CN1CCC[C@@H]1c1cccnc1.CN1CCC[C@@H]1c1cccnc1.O=S(=O)(O)O,3.043800000000001,106.86,2,2,29,4,2,6,4.486,1.0
66,compound-67,c1ccc2ccccc2c1,2.8398000000000003,0.0,0,2,10,2,0,0,4.32,1.0
66,compound-67,c1ccc2ccccc2c1,2.8398000000000003,0.0,0,2,10,2,0,0,4.32,1.0
229,compound-230,Cc1ccc(O)c(C)c1,2.00904,20.23,0,1,9,1,1,1,3.866,1.0
103,compound-104,CC(=O)c1ccc(Cl)cc1Cl,3.196000000000001,17.07,1,1,11,1,0,1,4.208,1.0
181,compound-182,CNC(=O)Oc1cccc2ccccc12,2.558,38.33,1,2,15,2,1,2,4.362,1.0
73,compound-74,CCCCOc1ccccc1,2.8655000000000017,9.23,4,1,11,1,0,1,4.416,1.0
160,compound-161,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1.81142,86.28,2,1,13,1,0,4,3.876,1.0
270,compound-271,CCC(C)(C)c1ccc(O)cc1,3.079800000000001,20.23,2,1,12,1,1,1,4.801,1.0
203,compound-204,c1ccc(SSc2ccccc2)cc1,4.486000000000002,0.0,3,2,14,2,0,2,6.298,1.0
273,compound-274,Nc1ccc([N+](=O)[O-])cc1Cl,1.8304,69.16,1,1,11,1,1,3,3.934,1.0
255,compound-256,CC(C)CC=O,1.2314,17.07,2,0,6,0,0,1,4.424,1.0
60,compound-61,COc1cccc(C=O)c1O,1.2133,46.53,2,1,11,1,1,3,5.2811,1.0
255,compound-256,CC(C)CC=O,1.2314,17.07,2,0,6,0,0,1,4.424,1.0
246,compound-247,COc1cccc(C=O)c1O,1.2133,46.53,2,1,11,1,1,3,4.3209,1.0
8,compound-9,COC(=O)c1ccc(Cl)cc1[N+](=O)[O-],2.0348,69.44,2,1,14,1,0,4,3.891,1.0
224,compound-225,O=C(c1ccccc1)c1ccccc1,2.917600000000001,17.07,2,2,14,2,0,1,4.093,1.0
319,compound-320,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,5.599500000000002,20.23,2,2,20,2,1,1,5.788,1.0
287,compound-288,c1ccc(Nc2ccccc2)cc1,3.430200000000002,12.03,2,2,13,2,1,1,4.65,1.0
139,compound-140,CC(C)(C)c1ccc(O)cc1,2.689700000000001,20.23,0,1,11,1,1,1,4.465,1.0
340,compound-341,O=c1cc(-c2ccccc2)oc2ccccc12,3.4600000000000017,30.21,1,3,17,3,0,2,4.803,1.0
117,compound-118,Cc1cc(O)ccc1Cl,2.35402,20.23,0,1,9,1,1,1,4.416,1.0
350,compound-351,CCCCCCCCCCCC(C)=O,4.496300000000004,17.07,10,0,14,0,0,1,5.742,1.0
310,compound-311,O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,2.3192000000000004,63.370000000000005,1,1,14,1,1,3,4.355,1.0
128,compound-129,CCOP(=S)(OCC)Oc1ccc([S@@](C)=O)cc1,3.1003000000000016,44.760000000000005,7,1,18,1,0,5,3.854,1.0
250,compound-251,COC(=O)c1ccc(C(=O)OC)c([N+](=O)[O-])c1,1.168,95.74,3,1,17,1,0,6,4.564,1.0
329,compound-330,Oc1c(Br)c(Br)c(Br)c(Br)c1Br,5.204700000000001,20.23,0,1,12,1,1,1,6.72,1.0
208,compound-209,BrCCCBr,2.166300000000001,0.0,2,0,5,0,0,0,4.985,1.0
368,compound-369,Brc1ccccc1Br,3.2116000000000007,0.0,0,1,8,1,0,0,4.764,1.0
240,compound-241,CCN(CC)c1ccc(C=O)cc1,2.3453,20.31,4,1,13,1,0,2,3.87,1.0
139,compound-140,CC(C)(C)c1ccc(O)cc1,2.689700000000001,20.23,0,1,11,1,1,1,4.465,1.0
118,compound-119,N#Cc1cc(I)c(O)c(I)c1,2.4730799999999995,44.02,0,1,11,1,1,2,4.737,1.0
23,compound-24,ClC(Cl)C(Cl)(Cl)Cl,3.1603000000000003,0.0,0,0,7,0,0,0,4.429,1.0
91,compound-92,Oc1cccc2ccccc12,2.5454,20.23,0,2,11,2,1,1,4.493,1.0
274,compound-275,O=C(c1ccc(Br)cc1)c1cccnc1,3.0751000000000017,29.96,2,2,15,2,0,2,4.109,1.0
275,compound-276,Oc1ccccc1Cl,2.0456,20.23,0,1,8,1,1,1,4.052,1.0
240,compound-241,CCN(CC)c1ccc(C=O)cc1,2.3453,20.31,4,1,13,1,0,2,3.87,1.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
