,compound_id,smiles,pLC50,MolLogP,LabuteASA,ExactMolWt,MolWt,HeavyAtomMolWt,MolMR,Chi0v,Chi0,HeavyAtomCount,toxicity_category,toxicity_numeric
147,Compound 148,ClC(Cl)C(Cl)Cl,3.917,2.5938000000000008,56.31725804975285,165.891060784,167.85,165.834,30.988,5.690274214489978,5.154700538379252,6,Slightly toxic,2
3,Compound 4,CCOc1ccc(C=O)cc1,3.728,1.8978,65.80129679223742,150.06807956,150.177,140.09699999999998,42.99850000000002,6.410354708062403,8.104448006685086,11,Slightly toxic,2
266,Compound 267,Oc1ccccc1,3.46,1.3922,42.22563687169298,94.041864812,94.113,88.06499999999998,28.1068,3.833964941448088,5.112884175122364,7,Slightly toxic,2
325,Compound 326,CCCCCCCCO,3.983,2.3392,58.08807958080182,130.135765196,130.231,112.08699999999996,40.4618,6.39696106380579,6.949747468305834,9,Slightly toxic,2
74,Compound 75,Cc1cccc(C)c1,3.821,2.30344,50.16128734829018,106.07825032,106.168,96.08799999999998,35.916,5.309401076758503,5.983127663125442,8,Slightly toxic,2
97,Compound 98,CCSCCSCC,3.397,2.4926000000000004,60.81018165054307,150.053692448,150.31199999999998,136.2,45.99800000000003,7.277916867529369,6.242640687119286,8,Slightly toxic,2
3,Compound 4,CCOc1ccc(C=O)cc1,3.728,1.8978,65.80129679223742,150.06807956,150.177,140.09699999999998,42.99850000000002,6.410354708062403,8.104448006685086,11,Slightly toxic,2
176,Compound 177,Nc1ccc([N+](=O)[O-])cc1,3.043,1.1769999999999998,57.42426953900948,138.042927432,138.126,132.078,37.50880000000001,5.150461522375814,7.560477932315068,10,Slightly toxic,2
168,Compound 169,COc1ccc(C(C)=O)c(O)c1,3.379,1.6034,70.59553054443344,166.06299418,166.176,156.09599999999998,44.66330000000002,6.995760983996562,9.137828201504696,12,Slightly toxic,2
56,Compound 57,CCCCCCO,3.02,1.559,45.35819535200859,102.104465068,102.177,88.06499999999998,31.22779999999998,4.982747501432695,5.535533905932738,7,Slightly toxic,2
85,Compound 86,CC1(C)O[C@]2(C)CC[C@H]1CC2,3.18,2.7441000000000013,69.12561297984745,154.135765196,154.253,136.10899999999998,45.527000000000015,7.814025684399679,8.112884175122364,11,Slightly toxic,2
212,Compound 213,COc1cccc(OC)c1C,3.877,2.01222,66.75331992170055,152.083729624,152.19299999999998,140.09699999999998,44.28300000000003,7.048547388496605,8.267584713501616,11,Slightly toxic,2
162,Compound 163,C#C[C@@H](C)O,3.777,0.0003999999999999,31.627536515074656,70.041864812,70.091,64.04299999999999,20.5138,3.1019141338792093,4.284457050376173,5,Slightly toxic,2
57,Compound 58,C#C[C@](C)(O)c1ccccc1,3.112,1.5273,66.68463072113867,146.07316494,146.18899999999996,136.10899999999998,44.84580000000003,6.411315210637714,8.319990956308914,11,Slightly toxic,2
370,Compound 371,ClCC(Cl)CCl,3.408,2.0714,52.37893393726779,145.9456832,147.43200000000002,142.392,31.080999999999992,5.393244088645766,4.99156383156272,6,Slightly toxic,2
325,Compound 326,CCCCCCCCO,3.983,2.3392,58.08807958080182,130.135765196,130.231,112.08699999999996,40.4618,6.39696106380579,6.949747468305834,9,Slightly toxic,2
267,Compound 268,OCCCl,3.176,0.2174999999999999,30.201693121303844,80.00289246,80.51400000000001,75.474,17.805799999999998,2.9953205769007347,3.414213562373095,4,Slightly toxic,2
129,Compound 130,CCc1ccc(N)cc1,3.22,1.8312,55.501178045302886,121.089149352,121.183,110.09499999999996,40.23240000000002,5.593858127134677,6.69023444431199,9,Slightly toxic,2
269,Compound 270,COc1cc(OC)c(OC)cc1C=O,3.598,1.5249,82.39332936564782,196.073558864,196.202,184.106,51.48550000000003,8.36504396942433,10.55204176387779,14,Slightly toxic,2
164,Compound 165,Nc1ccc(O)c([N+](=O)[O-])c1,3.629,0.8826,62.21850329120549,154.037842052,154.12499999999997,148.07699999999997,39.17360000000001,5.520324848686146,8.430721420318147,11,Slightly toxic,2
372,Compound 373,CCOc1cc(C=O)ccc1O,3.278,1.6034,70.59553054443344,166.06299418,166.17599999999996,156.09599999999998,44.66330000000002,6.780218034372735,8.974691494688164,12,Slightly toxic,2
109,Compound 110,Cc1cc(Cl)nc(N)n1,3.008,1.02062,57.87879811968099,143.025024872,143.57700000000003,137.529,36.1914,5.6830211484068505,6.8533711511285205,9,Slightly toxic,2
272,Compound 273,c1ccc2c(c1)CCO2,3.167,1.6215,54.26900142426783,120.057514876,120.15099999999998,112.08699999999996,35.641000000000005,5.131862929595462,6.104448006685085,9,Slightly toxic,2
168,Compound 169,COc1ccc(C(C)=O)c(O)c1,3.379,1.6034,70.59553054443344,166.06299418,166.176,156.09599999999998,44.66330000000002,6.995760983996562,9.137828201504696,12,Slightly toxic,2
219,Compound 220,C=CC[C@H](O)C=C,3.411,1.1094,43.97898928764009,98.07316494,98.145,88.06499999999998,31.017799999999987,4.300584746628478,5.698670612749268,7,Slightly toxic,2
41,Compound 42,C#CCCO,3.288,0.002,31.627536515074656,70.041864812,70.091,64.04299999999999,20.535799999999995,2.9387774270626785,4.121320343559642,5,Slightly toxic,2
173,Compound 174,c1ccccc1,3.502,1.6866,37.43140311949697,78.046950192,78.11399999999999,72.06599999999999,26.442,3.464101615137755,4.242640687119286,6,Slightly toxic,2
173,Compound 174,c1ccccc1,3.502,1.6866,37.43140311949697,78.046950192,78.11399999999999,72.06599999999999,26.442,3.464101615137755,4.242640687119286,6,Slightly toxic,2
127,Compound 128,Cl[C@@H]1CCCC[C@H]1Cl,3.92,2.7752000000000008,60.16466290004672,152.01595568,153.05200000000002,142.97199999999998,37.75000000000001,6.250914501180805,5.983127663125442,8,Slightly toxic,2
173,Compound 174,c1ccccc1,3.502,1.6866,37.43140311949697,78.046950192,78.11399999999999,72.06599999999999,26.442,3.464101615137755,4.242640687119286,6,Slightly toxic,2
142,Compound 143,ClC=C(Cl)Cl,3.474,2.5017000000000005,45.324388790686925,129.914383072,131.389,130.381,25.642,4.479030526272671,4.284457050376173,5,Slightly toxic,2
325,Compound 326,CCCCCCCCO,3.983,2.3392,58.08807958080182,130.135765196,130.231,112.08699999999996,40.4618,6.39696106380579,6.949747468305834,9,Slightly toxic,2
156,Compound 157,COc1ccc(O)cc1,3.053,1.4007999999999998,53.70412421559645,124.052429496,124.13899999999998,116.07499999999996,34.6588,5.164862962722324,6.69023444431199,9,Slightly toxic,2
346,Compound 347,COc1ccccc1C(N)=O,3.1,0.7941,64.77624537485353,151.063328528,151.16499999999996,142.093,41.51190000000001,6.203247926875855,8.267584713501616,11,Slightly toxic,2
176,Compound 177,Nc1ccc([N+](=O)[O-])cc1,3.043,1.1769999999999998,57.42426953900948,138.042927432,138.126,132.078,37.50880000000001,5.150461522375814,7.560477932315068,10,Slightly toxic,2
356,Compound 357,O=[N+]([O-])c1cccc([N+](=O)[O-])c1O,3.666,1.2086000000000003,71.53158831669258,184.012021228,184.107,180.075,41.41560000000001,6.206684755924204,10.008071689507773,13,Slightly toxic,2
6,Compound 7,CCCCN(C=O)CCCC,3.246,2.045,69.58014371324954,157.146664228,157.25699999999998,138.10499999999996,47.45300000000002,7.675452842272733,8.52709773749546,11,Slightly toxic,2
311,Compound 312,O=[N+]([O-])c1ccccc1Cl,3.73,2.2482000000000006,62.38764506887844,156.993056048,157.55599999999998,153.52399999999997,38.106400000000015,5.707004672213869,7.560477932315068,10,Slightly toxic,2
142,Compound 143,ClC=C(Cl)Cl,3.474,2.5017000000000005,45.324388790686925,129.914383072,131.389,130.381,25.642,4.479030526272671,4.284457050376173,5,Slightly toxic,2
14,Compound 15,Cc1ccccc1O,3.889,1.70062,48.59057898608959,108.057514876,108.13999999999996,100.07599999999998,32.843799999999995,4.756614672258461,5.983127663125442,8,Slightly toxic,2
56,Compound 57,CCCCCCO,3.02,1.559,45.35819535200859,102.104465068,102.177,88.06499999999998,31.22779999999998,4.982747501432695,5.535533905932738,7,Slightly toxic,2
201,Compound 202,NC(=O)c1ccc([N+](=O)[O-])cc1,3.097,0.6937,67.95073375344985,166.037842052,166.136,160.08799999999997,41.61430000000001,6.058709812839677,9.137828201504696,12,Slightly toxic,2
101,Compound 102,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,3.715,3.3260000000000014,118.83519143171844,278.08605173,278.291,263.17099999999994,85.83450000000005,11.910143114808127,13.838652525367095,20,Slightly toxic,2
50,Compound 51,COc1cccc(O)c1,3.225,1.4007999999999998,53.70412421559645,124.052429496,124.13899999999998,116.07499999999996,34.6588,5.164862962722324,6.690234444311989,9,Slightly toxic,2
8,Compound 9,COC(=O)c1ccc(Cl)cc1[N+](=O)[O-],3.891,2.0348,84.39259662722229,214.998535352,215.592,209.544,49.44590000000001,7.94615098395197,10.71517847069432,14,Slightly toxic,2
267,Compound 268,OCCCl,3.176,0.2174999999999999,30.201693121303844,80.00289246,80.51400000000001,75.474,17.805799999999998,2.9953205769007347,3.414213562373095,4,Slightly toxic,2
168,Compound 169,COc1ccc(C(C)=O)c(O)c1,3.379,1.6034,70.59553054443344,166.06299418,166.176,156.09599999999998,44.66330000000002,6.995760983996562,9.137828201504696,12,Slightly toxic,2
36,Compound 37,O=C(c1ccccc1)c1ccncc1,3.25,2.3126,82.23460952094787,183.068413908,183.21,174.13799999999998,54.11150000000002,7.551614308670455,9.803118619434356,14,Slightly toxic,2
339,Compound 340,Nc1ccc(F)cc1,3.818,1.4079000000000002,46.93682921943591,111.048427412,111.119,105.07099999999998,30.8124,4.264715818957356,5.983127663125442,8,Slightly toxic,2
357,Compound 358,CCCCC=O,3.824,1.3755,38.36054158545974,86.07316494,86.134,76.05399999999999,25.588999999999988,4.106918903213131,4.82842712474619,6,Slightly toxic,2
19,Compound 20,COc1ccc(C=O)c(OC)c1,3.917,1.5162999999999998,70.9148420217443,166.06299418,166.176,156.09599999999998,44.933500000000016,7.034145948150093,8.974691494688164,12,Slightly toxic,2
268,Compound 269,CCc1ccc(C)nc1,3.174,1.95242,55.74587744363329,121.089149352,121.183,110.09499999999996,38.35200000000001,5.886371184255383,6.690234444311989,9,Slightly toxic,2
147,Compound 148,ClC(Cl)C(Cl)Cl,3.917,2.5938000000000008,56.31725804975285,165.891060784,167.85,165.834,30.988,5.690274214489978,5.154700538379252,6,Slightly toxic,2
3,Compound 4,CCOc1ccc(C=O)cc1,3.728,1.8978,65.80129679223742,150.06807956,150.177,140.09699999999998,42.99850000000002,6.410354708062403,8.104448006685086,11,Slightly toxic,2
239,Compound 240,CCC(=O)c1ccc(N)cc1,3.009,1.8615,66.02764225974326,149.084063972,149.19299999999998,138.105,45.47590000000002,6.50210641759854,8.267584713501616,11,Slightly toxic,2
272,Compound 273,c1ccc2c(c1)CCO2,3.167,1.6215,54.26900142426783,120.057514876,120.15099999999998,112.08699999999996,35.641000000000005,5.131862929595462,6.104448006685085,9,Slightly toxic,2
332,Compound 333,CC(C)(O)C(Cl)(Cl)Cl,3.119,2.127500000000001,63.53810980386041,175.956247884,177.458,170.40200000000002,36.58780000000001,6.848893852583003,7.0,8,Slightly toxic,2
168,Compound 169,COc1ccc(C(C)=O)c(O)c1,3.379,1.6034,70.59553054443344,166.06299418,166.176,156.09599999999998,44.66330000000002,6.995760983996562,9.137828201504696,12,Slightly toxic,2
195,Compound 196,Cc1ccc(N)c(Cl)c1,3.596,2.23062,59.43950215778797,141.034526936,141.601,133.53699999999998,40.60140000000001,5.943294495786184,6.8533711511285205,9,Slightly toxic,2
113,Compound 114,c1ccc2occc2c1,3.924,2.4328000000000003,52.90739691530901,118.041864812,118.13499999999996,112.08699999999996,36.214000000000006,4.872349905601618,6.104448006685086,9,Slightly toxic,2
370,Compound 371,ClCC(Cl)CCl,3.408,2.0714,52.37893393726779,145.9456832,147.43200000000002,142.392,31.080999999999992,5.393244088645766,4.99156383156272,6,Slightly toxic,2
18,Compound 19,ClC(Cl)Cl,3.228,1.9864,39.64904970847457,117.914383072,119.378,118.37,21.347,3.979030526272671,3.5773502691896257,4,Slightly toxic,2
127,Compound 128,Cl[C@@H]1CCCC[C@H]1Cl,3.92,2.7752000000000008,60.16466290004672,152.01595568,153.05200000000002,142.97199999999998,37.75000000000001,6.250914501180805,5.983127663125442,8,Slightly toxic,2
94,Compound 95,Nc1ccc(F)cc1C(F)(F)F,3.782,2.4267000000000003,65.79837754261123,179.03581204,179.116,174.07599999999996,35.81440000000001,5.82125896879541,9.35337115112852,12,Slightly toxic,2
216,Compound 217,CC(=O)C(C)(C)C,3.061,1.6215,44.72548369985636,100.088815004,100.161,88.06499999999998,30.13599999999998,5.408248290463863,6.077350269189626,7,Slightly toxic,2
220,Compound 221,CCCCCCCN,3.723,1.9155,52.26879441122192,115.136099544,115.22,98.08399999999996,37.8134,5.81999095630891,6.242640687119286,8,Slightly toxic,2
95,Compound 96,CCN(CC)c1ccccc1,3.959,2.532800000000001,68.65100524728676,149.12044948,149.23699999999997,134.11699999999996,50.00300000000004,7.248178503821181,8.104448006685086,11,Slightly toxic,2
138,Compound 139,C=C(C)C(=O)OCCOCC,3.757,1.1422,66.99285535547905,158.094294308,158.19699999999995,144.08499999999998,42.26600000000001,7.053171996137779,8.69023444431199,11,Slightly toxic,2
317,Compound 318,CCCCCCN,3.253,1.5254000000000003,45.903852296825306,101.12044948,101.193,86.07299999999998,33.19639999999999,5.112884175122363,5.535533905932738,7,Slightly toxic,2
8,Compound 9,COC(=O)c1ccc(Cl)cc1[N+](=O)[O-],3.891,2.0348,84.39259662722229,214.998535352,215.592,209.544,49.44590000000001,7.94615098395197,10.71517847069432,14,Slightly toxic,2
3,Compound 4,CCOc1ccc(C=O)cc1,3.728,1.8978,65.80129679223742,150.06807956,150.177,140.09699999999998,42.99850000000002,6.410354708062403,8.104448006685086,11,Slightly toxic,2
371,Compound 372,ClCCCCCl,3.391,2.2442,48.44060982478272,126.000305616,127.014,118.95,30.673999999999992,5.096213962801553,4.82842712474619,6,Slightly toxic,2
11,Compound 12,C=CCNc1ccccc1,3.569,2.2845000000000004,61.386488614110576,133.089149352,133.19399999999996,122.10599999999998,45.12870000000002,5.878315177510851,7.234204518682008,10,Slightly toxic,2
148,Compound 149,CNc1ccc(F)cc1,3.513,1.8674,53.51174282042785,125.064077476,125.146,117.08199999999998,35.94670000000001,5.187365549767731,6.69023444431199,9,Slightly toxic,2
321,Compound 322,O=S(Cc1ccccc1)Cc1ccccc1,3.459,3.1355000000000013,98.59263575793015,230.076536068,230.332,216.22,68.43440000000004,9.820709416124808,11.217332181807452,16,Slightly toxic,2
8,Compound 9,COC(=O)c1ccc(Cl)cc1[N+](=O)[O-],3.891,2.0348,84.39259662722229,214.998535352,215.592,209.544,49.44590000000001,7.94615098395197,10.71517847069432,14,Slightly toxic,2
148,Compound 149,CNc1ccc(F)cc1,3.513,1.8674,53.51174282042785,125.064077476,125.146,117.08199999999998,35.94670000000001,5.187365549767731,6.69023444431199,9,Slightly toxic,2
273,Compound 274,Nc1ccc([N+](=O)[O-])cc1Cl,3.934,1.8304,67.72753576589116,172.00395508,172.571,167.53099999999998,42.518800000000006,6.207004672213869,8.430721420318147,11,Slightly toxic,2
175,Compound 176,N#Cc1cc(Cl)ccc1N,3.727,1.79388,63.832081839256674,152.01412584,152.584,147.54399999999998,40.57940000000001,5.890508091286143,7.560477932315068,10,Slightly toxic,2
50,Compound 51,COc1cccc(O)c1,3.225,1.4007999999999998,53.70412421559645,124.052429496,124.13899999999998,116.07499999999996,34.6588,5.164862962722324,6.690234444311989,9,Slightly toxic,2
268,Compound 269,CCc1ccc(C)nc1,3.174,1.95242,55.74587744363329,121.089149352,121.183,110.09499999999996,38.35200000000001,5.886371184255383,6.690234444311989,9,Slightly toxic,2
113,Compound 114,c1ccc2occc2c1,3.924,2.4328000000000003,52.90739691530901,118.041864812,118.13499999999996,112.08699999999996,36.214000000000006,4.872349905601618,6.104448006685086,9,Slightly toxic,2
86,Compound 87,CCCCCC[C@H]1CCC(=O)O1,3.976,2.6624000000000008,74.29296623342044,170.130679816,170.25199999999998,152.10799999999998,47.87300000000003,7.843594318423186,8.811554787871634,12,Slightly toxic,2
202,Compound 203,C#C[C@](C)(O)CCC(C)C,3.457,1.8068,63.4522470870577,140.120115132,140.226,124.09799999999996,43.52880000000001,7.016127696252305,8.198670612749268,10,Slightly toxic,2
173,Compound 174,c1ccccc1,3.502,1.6866,37.43140311949697,78.046950192,78.11399999999999,72.06599999999999,26.442,3.464101615137755,4.242640687119286,6,Slightly toxic,2
300,Compound 301,CC(Cl)(Cl)Cl,3.45,2.3765,46.01399182287118,131.930033136,133.405,130.381,25.963999999999995,4.901680257083045,4.5,5,Slightly toxic,2
36,Compound 37,O=C(c1ccccc1)c1ccncc1,3.25,2.3126,82.23460952094787,183.068413908,183.21,174.13799999999998,54.11150000000002,7.551614308670455,9.803118619434356,14,Slightly toxic,2
278,Compound 279,Nc1ccc(Cl)cc1,3.609,1.9222,53.07456004339136,127.018876872,127.574,121.52599999999998,35.86440000000002,5.020644764975811,5.983127663125442,8,Slightly toxic,2
128,Compound 129,CCOP(=S)(OCC)Oc1ccc([S@@](C)=O)cc1,3.854,3.1003000000000016,115.35093168678956,308.030587654,308.36100000000005,291.225,76.93940000000003,13.147738330270103,13.596011838247808,18,Slightly toxic,2
41,Compound 42,C#CCCO,3.288,0.002,31.627536515074656,70.041864812,70.091,64.04299999999999,20.535799999999995,2.9387774270626785,4.121320343559642,5,Slightly toxic,2
199,Compound 200,C=CCc1ccccc1O,3.951,2.1207,60.63086018269854,134.07316494,134.178,124.09799999999996,42.00780000000002,5.7481785038211815,7.397341225498538,10,Slightly toxic,2
216,Compound 217,CC(=O)C(C)(C)C,3.061,1.6215,44.72548369985636,100.088815004,100.161,88.06499999999998,30.13599999999998,5.408248290463863,6.077350269189626,7,Slightly toxic,2
262,Compound 263,O=[N+]([O-])c1ccccc1,3.015,1.5948,52.08437884199676,123.0320284,123.11099999999996,118.07099999999998,33.0964,4.650461522375814,6.69023444431199,9,Slightly toxic,2
363,Compound 364,CCCCCCCC(C)=O,3.971,2.935900000000001,63.82031004304618,142.135765196,142.24200000000002,124.09799999999996,44.057000000000016,7.150888977583149,7.819990956308912,10,Slightly toxic,2
356,Compound 357,O=[N+]([O-])c1cccc([N+](=O)[O-])c1O,3.666,1.2086000000000003,71.53158831669258,184.012021228,184.107,180.075,41.41560000000001,6.206684755924204,10.008071689507773,13,Slightly toxic,2
173,Compound 174,c1ccccc1,3.502,1.6866,37.43140311949697,78.046950192,78.11399999999999,72.06599999999999,26.442,3.464101615137755,4.242640687119286,6,Slightly toxic,2
104,Compound 105,O=[N+]([O-])c1ccc(F)cc1,3.696,1.7338999999999998,56.249914244923,141.022606588,141.101,137.069,33.0544,4.951075726195415,7.560477932315068,10,Slightly toxic,2
240,Compound 241,CCN(CC)c1ccc(C=O)cc1,3.87,2.3453,79.17746946172714,177.1153641,177.247,162.12699999999998,55.39050000000003,8.156426794285046,9.681798275874712,13,Slightly toxic,2
219,Compound 220,C=CC[C@H](O)C=C,3.411,1.1094,43.97898928764009,98.07316494,98.145,88.06499999999998,31.017799999999987,4.300584746628478,5.698670612749268,7,Slightly toxic,2
326,Compound 327,Cc1ccccc1C#N,3.418,1.8667,54.5538670297589,117.057849224,117.15099999999995,110.09499999999996,35.894000000000005,5.256614672258461,6.69023444431199,9,Slightly toxic,2
225,Compound 226,CCOC(=O)c1ccccc1C(=O)OCC,3.845,2.04,94.1711904649779,222.089208928,222.23999999999995,208.128,58.35500000000003,9.356607800987051,11.966255326250886,16,Slightly toxic,2
332,Compound 333,CC(C)(O)C(Cl)(Cl)Cl,3.119,2.127500000000001,63.53810980386041,175.956247884,177.458,170.40200000000002,36.58780000000001,6.848893852583003,7.0,8,Slightly toxic,2
147,Compound 148,ClC(Cl)C(Cl)Cl,3.917,2.5938000000000008,56.31725804975285,165.891060784,167.85,165.834,30.988,5.690274214489978,5.154700538379252,6,Slightly toxic,2
62,Compound 63,NC(=O)c1ccccc1O,3.133,0.4911,58.09199178314606,137.047678464,137.13799999999998,130.08199999999997,36.62470000000002,5.242213231911951,7.560477932315068,10,Slightly toxic,2
64,Compound 65,C=C(C)C(=O)OC[C@H]1CCCO1,3.691,1.2847000000000002,72.35196631634643,170.094294308,170.20799999999997,156.09599999999998,44.74700000000002,7.337629046513953,8.974691494688164,12,Slightly toxic,2
267,Compound 268,OCCCl,3.176,0.2174999999999999,30.201693121303844,80.00289246,80.51400000000001,75.474,17.805799999999998,2.9953205769007347,3.414213562373095,4,Slightly toxic,2
206,Compound 207,Nc1cccc(OCc2ccccc2)c1,4.307,2.8478000000000003,89.30687536647721,199.099714036,199.253,186.149,61.62840000000002,8.38885776354667,10.510225400620902,15,Moderately toxic,3
340,Compound 341,O=c1cc(-c2ccccc2)oc2ccccc12,4.803,3.4600000000000017,98.13650078134904,222.06807956,222.243,212.16299999999995,67.92000000000002,9.089999272823986,11.664925939000156,17,Moderately toxic,3
66,Compound 67,c1ccc2ccccc2c1,4.32,2.8398000000000003,60.11306765123216,128.062600256,128.17399999999998,120.10999999999996,43.94800000000002,5.618802153517007,6.811554787871633,10,Moderately toxic,3
274,Compound 275,O=C(c1ccc(Br)cc1)c1cccnc1,4.109,3.0751000000000017,96.10215712658923,260.978925976,262.106,254.042,61.81150000000002,9.43822505160476,10.673362107437434,15,Moderately toxic,3
235,Compound 236,C=CC(=O)OC[C@H](C)O,4.59,0.0963999999999998,53.94365964937498,130.06299418,130.14299999999997,120.06299999999996,32.83679999999998,5.332624277180031,7.276020881938894,9,Moderately toxic,3
92,Compound 93,O=Cc1ccccc1,4.032,1.4991,47.95786733393734,106.041864812,106.12399999999997,100.07599999999998,31.829499999999992,4.3723499056016175,5.819990956308912,8,Moderately toxic,3
301,Compound 302,Cc1ccc(Cl)c(Cl)c1,4.743,3.301820000000001,64.40287768765691,159.984655552,161.031,154.983,41.19900000000001,6.499837645624241,6.8533711511285205,9,Moderately toxic,3
310,Compound 311,O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,4.355,2.3192000000000004,75.74016091736809,207.014327648,207.107,203.075,39.763200000000005,6.5768679985242,10.930721420318148,14,Moderately toxic,3
281,Compound 282,CCC(=O)Nc1ccc(Cl)c(Cl)c1,4.405,3.3419000000000016,86.84414620010195,217.006119268,218.083,209.011,55.38270000000002,8.615192717274653,9.844934982691242,13,Moderately toxic,3
281,Compound 282,CCC(=O)Nc1ccc(Cl)c(Cl)c1,4.405,3.3419000000000016,86.84414620010195,217.006119268,218.083,209.011,55.38270000000002,8.615192717274653,9.844934982691242,13,Moderately toxic,3
320,Compound 321,CCCCCC[C@@H](C)N,4.403,2.3040000000000003,58.63373652561852,129.151749608,129.247,110.09499999999996,42.408400000000015,6.690234444311988,7.112884175122364,9,Moderately toxic,3
354,Compound 355,CCCCCC,4.538,2.5866000000000007,40.563961599812586,86.109550448,86.178,72.06599999999999,29.81599999999998,4.82842712474619,4.82842712474619,6,Moderately toxic,3
106,Compound 107,COc1cccc(C=O)c1O,4.801,1.2133,64.23058843003683,152.047344116,152.14899999999997,144.08499999999998,40.046300000000016,6.073111253186188,8.267584713501616,11,Moderately toxic,3
20,Compound 21,CCCSSCCC,4.759,3.187800000000002,60.21014373689272,150.053692448,150.31199999999998,136.2,45.498000000000026,7.277916867529369,6.242640687119286,8,Moderately toxic,3
99,Compound 100,Nc1ccccc1Cl,4.347,1.9222,53.07456004339136,127.018876872,127.57399999999998,121.52599999999998,35.86440000000002,5.020644764975811,5.983127663125442,8,Moderately toxic,3
208,Compound 209,BrCCCBr,4.985,2.166300000000001,49.20423046790548,199.883624392,201.889,195.841,32.20499999999999,6.049242367807505,4.121320343559642,5,Moderately toxic,3
13,Compound 14,CCCCOP(=O)(OCCCC)OCCCC,4.449,4.544600000000004,105.64386064918796,266.164695974,266.3179999999999,239.10199999999995,70.18650000000005,12.338594979034257,12.985281374238571,17,Moderately toxic,3
320,Compound 321,CCCCCC[C@@H](C)N,4.403,2.3040000000000003,58.63373652561852,129.151749608,129.247,110.09499999999996,42.408400000000015,6.690234444311988,7.112884175122364,9,Moderately toxic,3
120,Compound 121,O=Cc1ccccc1F,4.964,1.6382,52.12340273686357,124.032443,124.11399999999998,119.07399999999996,31.78749999999999,4.672964109421219,6.69023444431199,9,Moderately toxic,3
152,Compound 153,Cc1ccc(C)c(C)c1,4.192,2.611860000000001,56.52622946268679,120.093900384,120.19499999999998,108.09899999999998,40.65300000000001,6.232050807568878,6.8533711511285205,9,Moderately toxic,3
13,Compound 14,CCCCOP(=O)(OCCCC)OCCCC,4.449,4.544600000000004,105.64386064918796,266.164695974,266.3179999999999,239.10199999999995,70.18650000000005,12.338594979034257,12.985281374238571,17,Moderately toxic,3
243,Compound 244,C=CC(=O)OCCO,4.384,-0.2921,47.57871753497837,116.047344116,116.116,108.05199999999998,28.24179999999999,4.462380789176953,6.405777393935816,8,Moderately toxic,3
232,Compound 233,Clc1ccc(Cl)cc1,4.561,2.9934000000000003,58.03793557326031,145.969005488,147.00400000000002,142.97199999999998,36.46200000000001,5.577187914813867,5.983127663125442,8,Moderately toxic,3
92,Compound 93,O=Cc1ccccc1,4.032,1.4991,47.95786733393734,106.041864812,106.12399999999997,100.07599999999998,31.829499999999992,4.3723499056016175,5.819990956308912,8,Moderately toxic,3
126,Compound 127,CCCCCOCCCCC,4.703,3.383400000000002,71.1372752869059,158.167065324,158.28499999999997,136.10899999999998,49.86900000000003,8.065102539956245,8.36396103067893,11,Moderately toxic,3
282,Compound 283,CN1CCC[C@@H]1c1cccnc1.CN1CCC[C@@H]1c1cccnc1.O=S(=O)(O)O,4.486,3.043800000000001,172.72875541012152,422.1987764399999,422.5510000000001,392.3110000000001,111.86140000000007,17.74066640433461,21.27781011412252,29,Moderately toxic,3
227,Compound 228,O=Cc1ccc([N+](=O)[O-])cc1,4.175,1.4073,62.61084305643714,151.02694302,151.121,146.081,38.48390000000001,5.558709812839677,8.267584713501616,11,Moderately toxic,3
99,Compound 100,Nc1ccccc1Cl,4.347,1.9222,53.07456004339136,127.018876872,127.57399999999998,121.52599999999998,35.86440000000002,5.020644764975811,5.983127663125442,8,Moderately toxic,3
323,Compound 324,CC(=O)/C=C/C1=C(C)CCCC1(C)C,4.577,3.6582000000000026,86.89504128273487,192.15141526,192.302,172.14199999999997,60.15300000000004,9.684269172402756,10.767584713501616,14,Moderately toxic,3
197,Compound 198,CCc1ccc(O)cc1,4.07,1.9546,54.95552110048619,122.07316494,122.167,112.08699999999996,37.48480000000001,5.463721453445009,6.69023444431199,9,Moderately toxic,3
334,Compound 335,c1ccc(Oc2ccccc2)cc1,4.629,3.478900000000002,77.60204255506788,170.07316494,170.211,160.13099999999997,52.95800000000003,7.181750982360123,8.932875131431276,13,Moderately toxic,3
228,Compound 229,CCCCCCCCCN,4.822,2.6957000000000013,64.99867864001514,143.167399672,143.274,122.10599999999997,47.04740000000003,7.234204518682006,7.656854249492381,10,Moderately toxic,3
165,Compound 166,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,4.228,1.2086,71.53158831669259,184.012021228,184.107,180.07499999999996,41.41560000000001,6.206684755924204,10.008071689507773,13,Moderately toxic,3
336,Compound 337,O=Cc1ccccc1O,4.726,1.2047,52.75210108613335,122.036779432,122.12299999999996,116.07499999999996,33.4943,4.742213231911951,6.69023444431199,9,Moderately toxic,3
232,Compound 233,Clc1ccc(Cl)cc1,4.561,2.9934000000000003,58.03793557326031,145.969005488,147.00400000000002,142.97199999999998,36.46200000000001,5.577187914813867,5.983127663125442,8,Moderately toxic,3
292,Compound 293,CC(C)c1cccc(C(C)C)c1N,4.064,3.5156000000000027,80.96094650288931,177.151749608,177.29099999999997,158.13899999999995,59.03240000000004,8.964101615137755,10.008071689507773,13,Moderately toxic,3
