,compound_id,smiles,pLC50,MolLogP,LabuteASA,MolMR,MolWt,ExactMolWt,Chi0v,HeavyAtomMolWt,Chi1v,Chi3v,Kappa1,toxicity_category,toxicity_numeric
121,Compound 122,CCO[P@@](=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,6.613,3.645100000000002,127.39170558095353,85.71140000000001,323.31000000000006,323.038115558,13.049851619140057,309.1980000000001,8.930145218778028,5.7967891809162495,15.635307117817408,Extremely toxic,5
122,Compound 123,Cc1cc(C)c(O)c(C)c1,4.02,2.3174600000000005,61.32046321488279,42.31780000000001,136.194,136.088815004,6.601914133879209,124.09799999999996,3.3783073361292306,1.6353983130746652,7.130864745011085,Moderately toxic,3
123,Compound 124,Nc1c(F)c(F)c(F)c(F)c1F,3.693,1.9643,63.59897083114085,30.644400000000008,183.079,183.010740164,5.467172634235761,181.063,2.7335863171178807,1.2437592465340797,8.763720712277413,Slightly toxic,2
124,Compound 125,C[C@H](Cl)CCl,2.951,1.8525,42.07566771038611,26.03499999999999,112.987,111.984655552,4.552243888431537,106.939,2.4420359560987395,0.9878007090540996,5.579999999999999,Practically non-toxic,1
125,Compound 126,O=Cc1ccccc1[N+](=O)[O-],4.021,1.4073,62.61084305643713,38.48390000000001,151.12099999999998,151.02694302,5.558709812839677,146.081,2.9404828336000444,1.2604179182621609,7.397642626480087,Moderately toxic,3
126,Compound 127,CCCCCOCCCCC,4.703,3.383400000000002,71.1372752869059,49.86900000000003,158.28499999999997,158.167065324,8.065102539956245,136.10899999999998,4.99156383156272,1.784457050376173,10.96,Moderately toxic,3
127,Compound 128,Cl[C@@H]1CCCC[C@H]1Cl,3.92,2.7752000000000008,60.16466290004672,37.75000000000001,153.05200000000002,152.01595568,6.250914501180805,142.97199999999998,3.959137255677014,2.7759958735681174,6.6965501165501164,Slightly toxic,2
128,Compound 129,CCOP(=S)(OCC)Oc1ccc([S@@](C)=O)cc1,3.854,3.1003000000000016,115.35093168678956,76.93940000000003,308.36100000000005,308.030587654,13.147738330270103,291.225,9.640507833958951,5.322660075577056,15.79636978579481,Slightly toxic,2
129,Compound 130,CCc1ccc(N)cc1,3.22,1.8312,55.501178045302886,40.23240000000002,121.183,121.089149352,5.593858127134677,110.09499999999996,3.1707025114205525,1.3879674867156715,6.144688279301746,Slightly toxic,2
130,Compound 131,Clc1ccccc1Cl,4.191,2.9934000000000003,58.03793557326031,36.46200000000001,147.00400000000002,145.969005488,5.577187914813867,142.97199999999998,2.961243688217308,1.5802810806327738,5.9282051282051285,Moderately toxic,3
131,Compound 132,CCCCCCCCBr,5.363,3.741800000000003,67.16139343424717,47.17000000000003,193.128,192.051362644,7.913708480429765,175.99199999999996,5.095836930845374,2.0479184654226867,9.48,Highly toxic,4
132,Compound 133,CCCCC(C)=O,2.37,1.7656,44.72548369985636,30.20599999999998,100.161,100.088815004,5.029568634023505,88.06499999999998,2.7647843170117525,0.8823921585058763,6.670000000000001,Practically non-toxic,1
133,Compound 134,CCCCO,1.633,0.7787999999999999,32.62831112321538,21.993799999999997,74.123,74.07316494,3.5685339390596003,64.04299999999999,2.023334547203385,0.5116672736016926,4.960000000000001,Practically non-toxic,1
134,Compound 135,CC(C)C(O)C(C)C,2.854,1.6593,51.723137466405205,35.68279999999999,116.20399999999998,116.120115132,6.179264403068836,100.07599999999998,3.234266633172331,1.366085152919445,7.96,Practically non-toxic,1
135,Compound 136,ClCCl,2.41,1.4215,29.3457834815929,16.573,84.93299999999999,83.953355424,2.974893619241911,82.917,1.6035674514745462,0.0,3.58,Practically non-toxic,1
136,Compound 137,CC1(C)CCC(C)(C)O1,2.883,2.354,57.40155990458345,38.477,128.21499999999995,128.120115132,6.822461852836958,112.08699999999996,3.61535507165041,1.881710002993201,7.071607142857144,Practically non-toxic,1
137,Compound 138,C[C@@H](O)CCl,2.586,0.6060000000000001,36.566635235700446,22.400799999999997,94.541,94.018542524,3.865564064903813,87.485,2.045581175137923,0.669929717688982,5.25,Practically non-toxic,1
138,Compound 139,C=C(C)C(=O)OCCOCC,3.757,1.1422,66.99285535547905,42.26600000000001,158.19699999999995,158.094294308,7.053171996137779,144.08499999999998,3.584933866028124,1.0134131797555572,10.17,Slightly toxic,2
139,Compound 140,CC(C)(C)c1ccc(O)cc1,4.465,2.689700000000001,67.6854053292794,46.80680000000003,150.221,150.104465068,7.256614672258461,136.10899999999998,3.7949740027958976,1.7333301150775091,8.119800399201598,Moderately toxic,3
140,Compound 141,CC(=O)c1ccc(Cl)c(Cl)c1Cl,5.048,3.849400000000001,85.23260812897895,51.476500000000016,223.486,221.94059782,8.464629085926159,218.446,4.315647876296413,2.7080779935645944,9.845034013605442,Highly toxic,4
141,Compound 142,CCC(C)(O)CC,2.182,1.5574,45.35819535200859,31.205799999999986,102.177,102.104465068,5.361427157873052,88.06499999999998,2.844927141309621,1.5233345472033852,6.96,Practically non-toxic,1
142,Compound 143,ClC=C(Cl)Cl,3.474,2.5017000000000005,45.324388790686925,25.642,131.389,129.914383072,4.479030526272671,130.381,2.077222224330472,0.7423074889580903,5.609999999999999,Slightly toxic,2
143,Compound 144,CCOCC,1.462,1.0428000000000002,32.94762260052625,22.166999999999994,74.12299999999999,74.07316494,3.822461852836958,64.04299999999999,1.9915638315627209,0.408248290463863,4.960000000000001,Practically non-toxic,1
144,Compound 145,CCOC(=O)c1ccccc1O,3.914,1.5689,70.59553054443343,44.06330000000003,166.176,166.06299418,6.780218034372737,156.09599999999998,3.704987273184829,1.3993954578060137,8.585328884652048,Slightly toxic,2
145,Compound 146,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,4.215,3.0869000000000018,92.6039798703053,59.167700000000025,233.098,232.0170183,9.355299531588065,223.018,4.694085424722093,2.3160816264210973,11.146511094108646,Moderately toxic,3
146,Compound 147,C1OCOCO1,1.18,-0.0776999999999999,35.80393979161418,17.855999999999998,90.078,90.03169405199999,3.346065214951232,84.02999999999999,1.7320508075688774,0.5000000000000001,4.050068027210885,Practically non-toxic,1
147,Compound 148,ClC(Cl)C(Cl)Cl,3.917,2.5938000000000008,56.31725804975285,30.988,167.85,165.891060784,5.690274214489978,165.834,2.9519480161652423,1.7142857142857146,7.16,Slightly toxic,2
148,Compound 149,CNc1ccc(F)cc1,3.513,1.8674,53.51174282042785,35.94670000000001,125.146,125.064077476,5.187365549767731,117.08199999999998,2.760349441550532,1.1328968050576396,6.075786163522013,Slightly toxic,2
149,Compound 150,CC[C@@H](C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,5.652,2.7221,96.991356774279,60.12160000000003,240.215,240.074621484,9.413791537110752,228.119,5.03719815040426,2.6548486837097105,12.887476383265856,Highly toxic,4
150,Compound 151,O=Cc1ccc(Cl)cc1,4.804,2.1525,58.26113356081901,36.839500000000015,140.569,140.00289246,5.428893055439674,135.529,2.912691309550088,1.2580641723534745,6.302249388753057,Moderately toxic,3
151,Compound 152,CCCCOC(=O)c1ccccc1C(=O)OCCCC,5.445,3.600400000000003,119.63095892256436,76.82300000000005,278.348,278.151809184,12.185034925733245,256.172,7.135410681680073,2.8289865989409635,16.215066079295156,Highly toxic,4
152,Compound 153,Cc1ccc(C)c(C)c1,4.192,2.611860000000001,56.52622946268679,40.65300000000001,120.19499999999998,120.093900384,6.232050807568878,108.09899999999998,3.2380338717125854,1.6624107643699335,6.341654501216546,Moderately toxic,3
153,Compound 154,CCCCCCCCCCO,4.818,3.119400000000001,70.81796380959504,49.69580000000003,158.285,158.167065324,7.811174626178886,136.10899999999998,5.023334547203385,2.011667273601692,10.96,Moderately toxic,3
154,Compound 155,CCCCOC(=O)c1ccc(C(=O)OCCCC)cc1,5.674,3.600400000000003,119.63095892256436,76.82300000000005,278.348,278.151809184,12.185034925733245,256.172,7.129427617536365,2.818399458759239,16.215066079295156,Highly toxic,4
155,Compound 156,CCCCCCOC(C)=O,4.516,2.1298000000000004,62.56891315815645,40.775000000000006,144.214,144.115029752,6.852030486860464,128.08599999999998,3.9040302062452232,1.303216162902931,9.47,Moderately toxic,3
156,Compound 157,COc1ccc(O)cc1,3.053,1.4007999999999998,53.70412421559645,34.6588,124.13899999999998,124.052429496,5.164862962722324,116.07499999999996,2.6573464384916923,1.0724230685098737,5.947877237851663,Slightly toxic,2
157,Compound 158,C/C=C/C=C/C,3.614,2.1386000000000003,39.18475553544408,29.627999999999982,82.146,82.07825032,4.309401076758503,72.06599999999999,2.154700538379252,0.4960112905708619,5.48,Slightly toxic,2
158,Compound 159,C=CCCCCCCC=C,5.678,3.6990000000000025,64.64452399303052,48.09600000000003,138.254,138.140850576,6.811554787871632,120.10999999999996,4.132993161855452,1.5664965809277258,9.48,Highly toxic,4
159,Compound 160,CC/C=C\CCO,2.42,1.335,44.66859231982434,31.133799999999987,100.161,100.088815004,4.723234477438852,88.06499999999998,2.673164461464445,0.6981350386024298,6.7,Practically non-toxic,1
160,Compound 161,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],3.876,1.81142,73.10229667889317,44.487800000000014,182.135,182.032756672,6.759471160424246,176.087,3.415544210552765,1.6002344201807666,9.110744101633394,Slightly toxic,2
161,Compound 162,c1cc2c3c(cccc3c1)CC2,4.95,2.938400000000001,71.83712072649615,51.35600000000002,154.21199999999996,154.07825032,6.878315177510849,144.13199999999998,4.445140652899133,2.740964657296188,6.241943083886167,Moderately toxic,3
162,Compound 163,C#C[C@@H](C)O,3.777,0.0003999999999999,31.627536515074656,20.5138,70.091,70.041864812,3.1019141338792093,64.04299999999999,1.412899428126413,0.2412022659166597,4.519999999999999,Slightly toxic,2
163,Compound 164,c1ccc(-c2cccc(-c3ccccc3)n2)cc1,6.042,4.415600000000003,106.76523951257154,75.10900000000002,231.298,231.104799416,9.952767094965097,218.194,6.012597736402169,2.888201158422872,10.725684553830362,Extremely toxic,5
164,Compound 165,Nc1ccc(O)c([N+](=O)[O-])c1,3.629,0.8826,62.21850329120549,39.17360000000001,154.12499999999997,154.037842052,5.520324848686146,148.07699999999997,2.839070973477467,1.196166654862083,7.328459869848157,Slightly toxic,2
165,Compound 166,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,4.228,1.2086,71.53158831669259,41.41560000000001,184.107,184.012021228,6.206684755924204,180.07499999999996,3.1391510083027443,1.366512109028487,8.912421441774493,Moderately toxic,3
166,Compound 167,CCCCCCCCC(C)=O,4.51,3.3260000000000023,70.18525215744279,48.67400000000003,156.269,156.15141526,7.857995758769697,136.10899999999998,4.7647843170117525,1.8823921585058765,10.67,Moderately toxic,3
167,Compound 168,C#C[C@](C)(O)CC,1.906,0.7806,44.35742074386786,29.747799999999987,98.145,98.07316494,4.731670645876131,88.06499999999998,2.322942104124613,0.999393331248492,6.52,Practically non-toxic,1
168,Compound 169,COc1ccc(C(C)=O)c(O)c1,3.379,1.6034,70.59553054443344,44.66330000000002,166.176,166.06299418,6.995760983996562,156.09599999999998,3.528137250390291,1.5841937990827266,8.585328884652048,Slightly toxic,2
169,Compound 170,CCCCCO,2.272,1.1689,38.993253237612,26.610799999999987,88.15,88.088815004,4.275640720246148,76.05399999999999,2.523334547203385,0.7616672736016925,5.959999999999999,Practically non-toxic,1
170,Compound 171,CN(C)c1ccccc1,3.19,1.7526,55.92112101849354,40.76900000000002,121.18299999999998,121.089149352,5.833964941448087,110.09499999999996,3.0287175912728546,1.272591379676281,6.144688279301746,Slightly toxic,2
171,Compound 172,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,6.462,4.7574,88.2744686679409,49.17000000000001,260.76200000000006,257.81311608,8.803360514166089,260.76200000000006,4.151680257083045,2.5200629214136185,11.22,Extremely toxic,5
172,Compound 173,C#C[C@H](O)CCCC,4.804,1.1707,50.72236285826448,34.364799999999995,112.172,112.088815004,5.223234477438853,100.07599999999998,2.9509042305871973,1.0235012774439431,7.519999999999999,Moderately toxic,3
173,Compound 174,c1ccccc1,3.502,1.6866,37.43140311949697,26.441999999999997,78.11399999999999,78.046950192,3.464101615137755,72.06599999999999,2.0000000000000004,0.6666666666666671,3.411570881226053,Slightly toxic,2
174,Compound 175,C=CC(=O)OCC(C)C,4.786,1.3716000000000002,55.514368011575584,35.99399999999999,128.17099999999996,128.083729624,5.885410681680073,116.07499999999996,2.9567956789604666,0.7255922317655459,8.210000000000003,Moderately toxic,3
175,Compound 176,N#Cc1cc(Cl)ccc1N,3.727,1.79388,63.832081839256674,40.57940000000001,152.584,152.01412584,5.890508091286143,147.54399999999998,3.067262513571218,1.3708889670472482,6.913636363636365,Slightly toxic,2
176,Compound 177,Nc1ccc([N+](=O)[O-])cc1,3.043,1.1769999999999998,57.42426953900948,37.50880000000001,138.126,138.042927432,5.150461522375814,132.078,2.6987975090608214,1.1039066450341708,6.538764845605701,Slightly toxic,2
177,Compound 178,COC(=O)c1ccc(C#N)cc1,3.537,1.34488,70.19387647370614,42.49650000000002,161.16,161.047678464,6.573111253186188,154.10399999999998,3.361470583723624,1.4350972906781467,8.278231827111984,Slightly toxic,2
178,Compound 179,N#Cc1ccccn1,2.04915,0.95328,47.40857289630879,28.952,104.11199999999997,104.037448128,4.203828267758419,100.07999999999998,2.2440876198419324,0.7794420285153287,4.790602409638554,Practically non-toxic,1
179,Compound 180,Cc1ccccn1,2.016,1.39002,43.01599321484008,28.97399999999999,93.129,93.057849224,4.256614672258461,86.07299999999998,2.270480822091953,0.8127753618486623,4.31260162601626,Practically non-toxic,1
180,Compound 181,O=[N+]([O-])c1cccc(Cl)c1,3.924,2.2482000000000006,62.38764506887844,38.106400000000015,157.55599999999998,156.993056048,5.707004672213869,153.52399999999997,2.977069083979849,1.2541163326727007,7.022233445566778,Slightly toxic,2
181,Compound 182,CNC(=O)Oc1cccc2ccccc12,4.362,2.558,87.66788139318408,59.03170000000003,201.225,201.078978592,8.35794846525511,190.137,4.683739640741714,2.156410830677796,9.522159782005517,Moderately toxic,3
182,Compound 183,ClCCCCCCl,3.746,2.6343000000000014,54.80555193917933,35.291000000000004,141.041,140.01595568,5.8033207439881,130.96099999999998,3.603567451474546,1.3017837257372729,7.580000000000002,Slightly toxic,2
183,Compound 184,CCCSCCC,3.735,2.539600000000001,50.68707162517782,37.907,118.245,118.081621448,6.053171996137779,104.13299999999998,4.146264369941972,2.090770275176027,7.349999999999998,Slightly toxic,2
184,Compound 185,c1ccncc1,2.9,1.0816,36.65105110044347,24.23699999999999,79.10199999999999,79.04219916,3.333964941448087,74.06199999999998,1.849731112827656,0.5664874085517706,3.344174757281553,Practically non-toxic,1
185,Compound 186,CCCCOC(=O)CCC(=O)OCCCC,4.713,2.4532000000000007,97.30374894529352,60.968000000000046,230.30399999999997,230.151809184,10.289847411347834,208.128,6.015167193676994,2.055129626906844,14.94,Moderately toxic,3
186,Compound 187,CCCC[C@@H](CC)CO,3.664,2.1951,58.08807958080182,40.3918,130.231,130.135765196,6.5600977706223205,112.08699999999996,3.955186199781522,1.8014749852258551,8.960000000000003,Slightly toxic,2
187,Compound 188,CCCc1ccc(O)cc1,4.093,2.3447000000000005,61.3204632148828,42.10180000000002,136.19400000000002,136.088815004,6.170828234631556,124.09799999999996,3.605634174575719,1.475015439616732,7.130864745011085,Moderately toxic,3
188,Compound 189,Cc1ccc(N)cc1,2.827,1.57722,49.13623593090629,35.59140000000001,107.156,107.073499288,4.886751345948129,98.08399999999996,2.6100423396407315,1.0773502691896262,5.162450142450142,Practically non-toxic,1
189,Compound 190,c1cc(CCc2ccncc2)ccn1,3.086,2.2618,83.65767751624722,55.88200000000003,184.242,184.100048384,7.927442906890019,172.146,4.727936211887777,2.201062552769929,8.87889083611284,Slightly toxic,2
190,Compound 191,CCCCCCCCc1ccc(N)cc1,6.233,4.171800000000004,93.69083073168257,67.93440000000004,205.345,205.183049736,9.836498814253964,182.16099999999997,6.170702511420552,2.7987244167365315,12.091326676176887,Extremely toxic,5
191,Compound 192,C1COCCO1,0.932,0.0332,37.05533667650391,21.637999999999995,88.106,88.052429496,3.644923705673916,80.042,2.1547005383792515,0.7440169358562924,4.088918918918919,Practically non-toxic,1
192,Compound 193,N#Cc1ccccn1,2.157,0.95328,47.40857289630879,28.952,104.11199999999997,104.037448128,4.203828267758419,100.07999999999998,2.2440876198419324,0.7794420285153287,4.790602409638554,Practically non-toxic,1
193,Compound 194,CNC(=O)Oc1ccc(N(C)C)c(C)c1,5.029,1.77922,89.84087687484204,60.58970000000003,208.261,208.121177752,9.49576098399656,192.13299999999995,4.718440296158275,2.0647366297478955,11.365244544770505,Highly toxic,4
194,Compound 195,CC/C=C/CCO,2.568,1.335,44.66859231982434,31.133799999999987,100.161,100.088815004,4.723234477438852,88.06499999999998,2.673164461464445,0.6981350386024298,6.7,Practically non-toxic,1
195,Compound 196,Cc1ccc(N)c(Cl)c1,3.596,2.23062,59.43950215778797,40.60140000000001,141.601,141.034526936,5.943294495786184,133.53699999999998,3.0936557158212388,1.4832800270403013,6.430336943441636,Slightly toxic,2
196,Compound 197,C#CCN(CC#C)CC#C,2.647,0.1880000000000001,62.4162977887836,42.939000000000014,131.178,131.073499288,5.800584746628479,122.10599999999998,2.8753688736147742,0.9446816720025198,8.64,Practically non-toxic,1
197,Compound 198,CCc1ccc(O)cc1,4.07,1.9546,54.95552110048619,37.48480000000001,122.167,122.07316494,5.463721453445009,112.08699999999996,3.1056341745757186,1.3445885954857824,6.144688279301746,Moderately toxic,3
198,Compound 199,Cc1cocn1,1.777,0.98302,35.81032247891692,21.239999999999995,83.09,83.03711378,3.5101624243430725,78.05000000000001,1.7418853428829848,0.5557948733492732,3.401938579654511,Practically non-toxic,1
199,Compound 200,C=CCc1ccccc1O,3.951,2.1207,60.63086018269854,42.00780000000002,134.178,134.07316494,5.7481785038211815,124.09799999999996,3.221007038460605,1.355867436956833,6.874155251141552,Slightly toxic,2
200,Compound 201,CCCCCCCCCCN,5.184,3.0858000000000017,71.36362075441176,51.66440000000004,157.301,157.183049736,7.941311299868554,134.11699999999996,5.115355071650409,2.0576775358252046,10.96,Highly toxic,4
201,Compound 202,NC(=O)c1ccc([N+](=O)[O-])cc1,3.097,0.6937,67.95073375344985,41.61430000000001,166.136,166.037842052,6.058709812839677,160.08799999999997,3.1529216542927534,1.3626410188353866,8.189108027750247,Slightly toxic,2
202,Compound 203,C#C[C@](C)(O)CCC(C)C,3.457,1.8068,63.4522470870577,43.52880000000001,140.226,140.120115132,7.016127696252305,124.09799999999996,3.678784151781181,1.519440597712184,9.52,Slightly toxic,2
203,Compound 204,c1ccc(SSc2ccccc2)cc1,6.298,4.486000000000002,92.13467946264116,64.59800000000003,218.346,218.02239232,9.22299243467944,208.266,6.546112076437506,4.137792191860549,9.685764820975937,Extremely toxic,5
204,Compound 205,CCCCCCBr,4.68,2.9616000000000016,54.43150920545396,37.936,165.07399999999998,164.020062516,6.499494918056669,151.96999999999997,4.095836930845374,1.547918465422687,7.479999999999999,Moderately toxic,3
205,Compound 206,C=C(C)C(=O)OCc1ccccc1,4.577,2.3059000000000003,77.84157798884638,51.05200000000003,176.21499999999995,176.083729624,7.617461489248951,164.11899999999997,4.064713808768183,1.5612161736697794,9.517489063867016,Moderately toxic,3
206,Compound 207,Nc1cccc(OCc2ccccc2)c1,4.307,2.8478000000000003,89.30687536647721,61.62840000000002,199.253,199.099714036,8.38885776354667,186.149,4.867078612583709,2.1064189502270696,9.589508526716504,Moderately toxic,3
207,Compound 208,CCCCCC(C)=O,2.939,2.1557000000000004,51.09042581425295,34.822999999999986,114.188,114.104465068,5.736675415210053,100.07599999999998,3.2647843170117525,1.1323921585058765,7.669999999999999,Practically non-toxic,1
208,Compound 209,BrCCCBr,4.985,2.166300000000001,49.20423046790548,32.20499999999999,201.889,199.883624392,6.049242367807505,195.841,3.777460299317654,1.388730149658827,5.959999999999999,Moderately toxic,3
209,Compound 210,N#Cc1cccc(C(F)(F)F)c1,3.555,2.5770800000000005,67.05047323853759,36.15900000000001,171.12099999999998,171.029583788,5.890508091286144,167.089,3.1119207123097388,1.31899736031806,8.595238095238095,Slightly toxic,2
210,Compound 211,Oc1cccnc1Cl,2.319,1.4406,51.74855107952116,30.911799999999992,129.546,128.998141428,4.760371417596475,125.514,2.47770099602244,1.0306168849827766,5.378121546961326,Practically non-toxic,1
211,Compound 212,CCCCCCCCOc1ccccc1NC(C)=O,5.767,4.384300000000003,115.90575377662176,79.61670000000005,263.38100000000003,263.18852904,12.075645125992065,238.18099999999995,7.231380475434848,2.953216268419231,15.54717552887364,Highly toxic,4
212,Compound 213,COc1cccc(OC)c1C,3.877,2.01222,66.75331992170055,44.28300000000003,152.19299999999998,152.083729624,7.048547388496605,140.09699999999998,3.468761807247882,1.674224845252061,7.921832993890022,Slightly toxic,2
213,Compound 214,C[C@@H](O)CC(C)(C)O,1.043,0.5282,50.15242910420461,32.59559999999998,118.17599999999996,118.099379688,5.678884241376089,104.06399999999998,2.820957637743903,0.7949466215308498,7.919999999999998,Practically non-toxic,1
214,Compound 215,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,5.059,1.5170199999999996,77.89653043108919,46.152600000000014,198.134,198.027671292,7.129334486734578,192.086,3.555817674969411,1.6726479379896877,9.90460236886633,Highly toxic,4
215,Compound 216,O=Cc1cccnc1,3.815,0.8940999999999999,47.17751531488384,29.624499999999998,107.11199999999998,107.03711378,4.24221323191195,102.072,2.2847921103409434,0.8204972889975205,4.966627565982405,Slightly toxic,2
216,Compound 217,CC(=O)C(C)(C)C,3.061,1.6215,44.72548369985636,30.13599999999998,100.161,100.088815004,5.408248290463863,88.06499999999998,2.454124145231932,1.0561862178478971,6.670000000000001,Slightly toxic,2
217,Compound 218,C=Cc1ccc(C(C)(C)C)cc1,5.515,3.627100000000002,74.93145277369234,55.23300000000004,160.25999999999996,160.125200512,8.093858127134677,144.13199999999998,4.268290630104595,2.012411266702914,9.05124087591241,Highly toxic,4
218,Compound 219,CCCCOC(C)=O,3.81,1.3496,49.83902892936323,31.540999999999983,116.16,116.083729624,5.437816924487368,104.06399999999998,2.9040302062452232,0.8032161629029313,7.470000000000001,Slightly toxic,2
219,Compound 220,C=CC[C@H](O)C=C,3.411,1.1094,43.97898928764009,31.017799999999987,98.145,98.07316494,4.300584746628478,88.06499999999998,2.224525384935947,0.6802346074991796,6.44,Slightly toxic,2
220,Compound 221,CCCCCCCN,3.723,1.9155,52.26879441122192,37.8134,115.22,115.136099544,5.81999095630891,98.08399999999996,3.61535507165041,1.3076775358252049,7.96,Slightly toxic,2
221,Compound 222,CC(C)(C)CN,2.264,0.9912,39.53891018242869,28.50939999999999,87.16600000000001,87.10479941599999,4.784457050376174,74.062,2.2618016810571366,0.6123724356957945,5.959999999999999,Practically non-toxic,1
222,Compound 223,COC(=O)c1cc(Cl)ccc1Cl,4.166,2.780000000000001,80.04288713160418,47.80150000000002,205.04,203.974484792,7.816334226551967,198.992,3.938423871667993,1.8984013236490795,9.358731144631763,Moderately toxic,3
223,Compound 224,COc1cc(O)c(C=O)c(OC)c1,4.832,1.2219,75.70907577394033,46.59830000000002,182.175,182.0579088,7.404009274460425,172.09499999999997,3.627429602511149,1.667209502349718,9.378573959255975,Moderately toxic,3
224,Compound 225,O=C(c1ccccc1)c1ccccc1,4.093,2.917600000000001,83.01496154000138,56.316500000000026,182.222,182.07316494,7.681750982360123,172.14199999999997,4.525491350277851,2.071955531687609,8.696948085233146,Moderately toxic,3
225,Compound 226,CCOC(=O)c1ccccc1C(=O)OCC,3.845,2.04,94.1711904649779,58.35500000000003,222.23999999999995,222.089208928,9.356607800987051,208.128,5.135410681680073,1.917755672522484,12.230621468926552,Slightly toxic,2
226,Compound 227,O=Cc1cc([N+](=O)[O-])ccc1Cl,4.681,2.0607,72.91410928331882,43.49390000000001,185.566,184.987970668,6.615252962677732,181.534,3.418113145636845,1.6615736795797746,8.674517958412098,Moderately toxic,3
227,Compound 228,O=Cc1ccc([N+](=O)[O-])cc1,4.175,1.4073,62.61084305643714,38.48390000000001,151.121,151.02694302,5.558709812839677,146.081,2.934499769456337,1.239989408522125,7.397642626480085,Moderately toxic,3
228,Compound 229,CCCCCCCCCN,4.822,2.6957000000000013,64.99867864001514,47.04740000000003,143.274,143.167399672,7.234204518682006,122.10599999999997,4.61535507165041,1.8076775358252049,9.96,Moderately toxic,3
229,Compound 230,Cc1ccc(O)c(C)c1,3.866,2.00904,54.95552110048619,37.5808,122.16699999999996,122.07316494,5.679264403068835,112.08699999999996,2.961640669462564,1.3522952509676334,6.144688279301746,Slightly toxic,2
230,Compound 231,CC(C)(O)C(F)(F)C(F)F,2.439,1.6577,55.65539484931692,27.24879999999999,160.11,160.051127756,5.536421756726493,152.046,2.5766821858260043,1.089770920400143,9.68,Practically non-toxic,1
231,Compound 232,CC(=O)CC(=O)c1ccccc1,5.169,1.8484,71.21421577717092,46.07050000000002,162.18799999999996,162.06807956,6.910354708062403,152.10799999999998,3.77603867417337,1.505266954020691,8.654696969696971,Highly toxic,4
232,Compound 233,Clc1ccc(Cl)cc1,4.561,2.9934000000000003,58.03793557326031,36.46200000000001,147.00400000000002,145.969005488,5.577187914813867,142.97199999999998,2.9552606240736004,1.307495792144872,5.9282051282051285,Moderately toxic,3
233,Compound 234,CC(=O)C(C)C,2.0,1.2314,38.36054158545974,25.518999999999988,86.134,86.07316494,4.485598559653489,76.05399999999999,2.147499818205996,0.8130525295851416,5.670000000000001,Practically non-toxic,1
234,Compound 235,CC(C)CO,1.714,0.6347,32.62831112321538,21.923799999999996,74.123,74.07316494,3.731670645876131,64.04299999999999,1.8791765948599528,0.3651483716701107,4.960000000000001,Practically non-toxic,1
235,Compound 236,C=CC(=O)OC[C@H](C)O,4.59,0.0963999999999998,53.94365964937498,32.83679999999998,130.14299999999997,130.06299418,5.332624277180031,120.06299999999996,2.637644299518002,0.6334611643488721,8.17,Moderately toxic,3
236,Compound 237,OC1CCCCC1,2.153,1.3114,44.35236419847938,29.091799999999985,100.161,100.088815004,4.5600977706223205,88.06499999999998,3.0746954706748872,1.574695470674887,5.10367816091954,Practically non-toxic,1
237,Compound 238,OCC(Cl)(Cl)Cl,2.699,1.3489,50.80822557506719,27.375799999999995,149.404,147.924947756,5.05600063376955,146.38,2.370621285151634,0.5378528742004771,6.829999999999999,Practically non-toxic,1
238,Compound 239,CC1(C)CC(=O)CC(=O)C1,4.002,1.3347,60.611058875164105,37.646,140.182,140.083729624,6.437816924487368,128.08599999999998,3.529568634023506,1.7457819157813603,7.447066381156318,Moderately toxic,3
239,Compound 240,CCC(=O)c1ccc(N)cc1,3.009,1.8615,66.02764225974326,45.47590000000002,149.19299999999998,149.084063972,6.50210641759854,138.105,3.624826656652485,1.5537731405466928,7.793199174406604,Slightly toxic,2
240,Compound 241,CCN(CC)c1ccc(C=O)cc1,3.87,2.3453,79.17746946172714,55.39050000000003,177.247,177.1153641,8.156426794285046,162.12699999999998,4.616020492192997,2.15776063103114,9.775543199315653,Slightly toxic,2
241,Compound 242,CS(C)=O,0.362,-0.0052999999999999,28.47844734580207,19.9904,78.136,78.013935812,3.632993161855452,72.088,2.949489742783178,0.0,4.150000000000002,Practically non-toxic,1
242,Compound 243,CCSCCCCSCC,4.469,3.272800000000002,73.5400658793363,55.23200000000004,178.366,178.084992576,8.692130429902464,160.22199999999998,6.378315177510849,3.206795678960465,10.7,Moderately toxic,3
243,Compound 244,C=CC(=O)OCCO,4.384,-0.2921,47.57871753497837,28.24179999999999,116.116,116.047344116,4.462380789176953,108.05199999999998,2.21007461613419,0.5022747306323725,7.169999999999999,Moderately toxic,3
244,Compound 245,C1CCOC1,1.523,0.7968000000000001,31.941791446997023,20.053,72.107,72.057514876,3.236675415210053,64.04299999999999,2.0773502691896257,0.8273502691896256,3.1616129032258065,Practically non-toxic,1
