,Compound ID,SMILES,MolecularWeight,LogP,TPSA,N_RotatableBonds,AromaticBonds,HeavyAtomCount,RingCount,N_H_Donors,N_H_Acceptors,MaxPartialCharge,MinPartialCharge,N_RadicalElectrons,N_ValenceElectrons,pLC50
168,compound-169,COc1ccc(C(C)=O)c(O)c1,166.176,1.6034,46.53,2,1,12,1,1,3,0.5070545801462027,0.1630184534171323,0,64,3.379
169,compound-170,CCCCCO,88.15,1.1689,20.23,3,0,6,0,1,1,0.39637657079600636,0.04305223345357217,0,38,2.272
170,compound-171,CN(C)c1ccccc1,121.18299999999998,1.7526,3.24,1,1,9,1,0,1,0.37766147871275463,0.03604872581555625,0,48,3.19
171,compound-172,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,260.76200000000006,4.7574,0.0,1,0,10,0,0,0,0.12652917259721735,0.07998469364369698,0,58,6.462
172,compound-173,C#C[C@H](O)CCCC,112.17200000000001,1.1706999999999999,20.23,3,0,8,0,1,1,0.38039562585609205,0.11400832079802417,0,46,4.804
173,compound-174,c1ccccc1,78.11399999999999,1.6866,0.0,0,1,6,1,0,0,0.062268570782092456,0.062268570782092456,0,30,3.502
174,compound-175,C=CC(=O)OCC(C)C,128.17099999999996,1.3716000000000002,26.3,3,0,9,0,0,2,0.4622729123632779,0.3296476988477212,0,52,4.786
175,compound-176,N#Cc1cc(Cl)ccc1N,152.584,1.7938800000000001,49.81,0,1,10,1,1,2,0.3976561719184778,0.1013465476444913,0,50,3.727
176,compound-177,Nc1ccc([N+](=O)[O-])cc1,138.126,1.1769999999999998,69.16,1,1,10,1,1,3,0.39872208290058125,0.2690748004302891,0,52,3.043
177,compound-178,COC(=O)c1ccc(C#N)cc1,161.16,1.3448799999999999,50.09,1,1,12,1,0,3,0.4654175150770369,0.337342918246414,0,60,3.537
178,compound-179,N#Cc1ccccn1,104.11199999999997,0.9532799999999999,36.68,0,1,8,1,0,2,0.2455722835386355,0.1399318192047749,0,38,2.04915
179,compound-180,Cc1ccccn1,93.12899999999999,1.39002,12.89,0,1,7,1,0,1,0.26161242494491843,0.03721465273392041,0,36,2.016
180,compound-181,O=[N+]([O-])c1cccc(Cl)c1,157.55599999999998,2.2482000000000006,43.14,1,1,10,1,0,2,0.2704139797948705,0.2583088885799244,0,52,3.924
181,compound-182,CNC(=O)Oc1cccc2ccccc12,201.225,2.558,38.33,1,2,15,2,1,2,0.4118597328988006,0.4096970676079811,0,76,4.362
182,compound-183,ClCCCCCCl,141.041,2.6343000000000014,0.0,4,0,7,0,0,0,0.12671696381132985,0.022296279464849716,0,44,3.746
183,compound-184,CCCSCCC,118.245,2.539600000000001,0.0,4,0,7,0,0,1,0.16202926741162318,0.0070166870604057175,0,44,3.735
184,compound-185,c1ccncc1,79.10199999999999,1.0816,12.89,0,1,6,1,0,1,0.264736970888988,0.026728768295261177,0,30,2.9
185,compound-186,CCCCOC(=O)CCC(=O)OCCCC,230.30399999999995,2.4532000000000007,52.60000000000001,9,0,16,0,0,4,0.46566373507660147,0.30587052766656614,0,94,4.713
186,compound-187,CCCC[C@@H](CC)CO,130.231,2.1951,20.23,5,0,9,0,1,1,0.39608835141769533,0.04586624595496409,0,56,3.664
187,compound-188,CCCc1ccc(O)cc1,136.19400000000002,2.3447000000000005,20.23,2,1,10,1,1,1,0.5079666452523571,0.11509484010720059,0,54,4.093
188,compound-189,Cc1ccc(N)cc1,107.15599999999999,1.57722,26.02,0,1,8,1,1,1,0.39872856458426675,0.03136724816814623,0,42,2.827
189,compound-190,c1cc(CCc2ccncc2)ccn1,184.24200000000002,2.2618,25.78,3,2,14,2,0,2,0.26471627083313165,0.027003671666276114,0,70,3.086
190,compound-191,CCCCCCCCc1ccc(N)cc1,205.345,4.171800000000004,26.02,7,1,15,1,1,1,0.39872856236749865,0.03136759797994616,0,84,6.233
191,compound-192,C1COCCO1,88.106,0.03320000000000001,18.46,0,0,6,1,0,2,0.37666763607345255,0.07011439546557022,0,36,0.932
192,compound-193,N#Cc1ccccn1,104.11199999999997,0.9532799999999999,36.68,0,1,8,1,0,2,0.2455722835386355,0.1399318192047749,0,38,2.157
193,compound-194,CNC(=O)Oc1ccc(N(C)C)c(C)c1,208.26099999999997,1.77922,41.57,2,1,15,1,1,3,0.4118385140368224,0.41035285623715206,0,82,5.029
194,compound-195,CC/C=C/CCO,100.161,1.335,20.23,3,0,7,0,1,1,0.39605447798452764,0.04650213111483677,0,42,2.568
195,compound-196,Cc1ccc(N)c(Cl)c1,141.601,2.23062,26.02,0,1,9,1,1,1,0.39752269329784007,0.06375517099147401,0,48,3.596
196,compound-197,C#CCN(CC#C)CC#C,131.178,0.18800000000000017,3.24,3,0,10,0,0,1,0.27005573700893876,0.06162240231830393,0,50,2.647
197,compound-198,CCc1ccc(O)cc1,122.16699999999999,1.9546,20.23,1,1,9,1,1,1,0.5079666452633226,0.11509483734922339,0,48,4.07
198,compound-199,Cc1cocn1,83.09,0.98302,26.03,0,1,6,1,0,2,0.4515083812154984,0.1801867107257259,0,32,1.777
199,compound-200,C=CCc1ccccc1O,134.178,2.1207,20.23,2,1,10,1,1,1,0.5076639849514977,0.11857853200702329,0,52,3.951
200,compound-201,CCCCCCCCCCN,157.301,3.0858000000000017,26.02,8,0,11,0,1,1,0.33047350396342257,0.007727546703962752,0,68,5.184
201,compound-202,NC(=O)c1ccc([N+](=O)[O-])cc1,166.136,0.6937,86.23,2,1,12,1,1,3,0.3655994540080142,0.26897153240656446,0,62,3.097
202,compound-203,C#C[C@](C)(O)CCC(C)C,140.226,1.8068,20.23,3,0,10,0,1,1,0.3779214212728471,0.12199696798414665,0,58,3.457
203,compound-204,c1ccc(SSc2ccccc2)cc1,218.346,4.486000000000002,0.0,3,2,14,2,0,2,0.062188377610107724,0.018577245127470967,0,70,6.298
204,compound-205,CCCCCCBr,165.07399999999998,2.9616000000000016,0.0,4,0,7,0,0,0,0.09280780399301265,0.00312530102346034,0,44,4.68
205,compound-206,C=C(C)C(=O)OCc1ccccc1,176.21499999999995,2.3059000000000003,26.3,3,1,13,1,0,2,0.4574800773015613,0.33294081487039184,0,68,4.577
206,compound-207,Nc1cccc(OCc2ccccc2)c1,199.25300000000001,2.8478000000000003,35.25,3,2,15,2,1,2,0.4888369124284183,0.12136426777731614,0,76,4.307
207,compound-208,CCCCCC(C)=O,114.188,2.1557000000000004,17.07,4,0,8,0,0,1,0.3000310235003908,0.12933994886491917,0,48,2.939
208,compound-209,BrCCCBr,201.889,2.1663000000000006,0.0,2,0,5,0,0,0,0.09277654240938792,0.003920518154214517,0,32,4.985
209,compound-210,N#Cc1cccc(C(F)(F)F)c1,171.12099999999998,2.5770800000000005,23.79,0,1,12,1,0,1,0.41595453053704035,0.19243683385895696,0,62,3.555
210,compound-211,Oc1cccnc1Cl,129.546,1.4405999999999999,33.120000000000005,0,1,8,1,1,2,0.5047309628230707,0.17029053885043557,0,42,2.319
211,compound-212,CCCCCCCCOc1ccccc1NC(C)=O,263.38100000000003,4.384300000000003,38.33,9,1,19,1,1,2,0.4914126425684815,0.2208495378166132,0,106,5.767
212,compound-213,COc1cccc(OC)c1C,152.19299999999998,2.01222,18.46,2,1,11,1,0,2,0.49634497772748354,0.12496628937890927,0,60,3.877
213,compound-214,C[C@@H](O)CC(C)(C)O,118.17599999999997,0.5282,40.46,2,0,8,0,2,2,0.3933060128156289,0.06157732087321983,0,50,1.043
214,compound-215,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,198.134,1.5170199999999996,106.51,2,1,14,1,1,5,0.5019019826977436,0.3173469951831239,0,74,5.059
215,compound-216,O=Cc1cccnc1,107.11199999999998,0.8940999999999999,29.96,1,1,8,1,0,2,0.2978351608719406,0.15109885279466256,0,40,3.815
216,compound-217,CC(=O)C(C)(C)C,100.16099999999999,1.6215,17.07,0,0,7,0,0,1,0.29943568716997876,0.13463290995980945,0,42,3.061
217,compound-218,C=Cc1ccc(C(C)(C)C)cc1,160.25999999999996,3.627100000000002,0.0,1,1,12,1,0,0,0.09847004745324607,0.013184707300799745,0,64,5.515
218,compound-219,CCCCOC(C)=O,116.16,1.3496000000000001,26.3,3,0,8,0,0,2,0.465877873906326,0.3021228665755719,0,48,3.81
219,compound-220,C=CC[C@H](O)C=C,98.145,1.1094,20.23,3,0,7,0,1,1,0.3887354080986583,0.0752118642396655,0,40,3.411
220,compound-221,CCCCCCCN,115.22,1.9155000000000002,26.02,5,0,8,0,1,1,0.33047350396343245,0.007727546709245303,0,50,3.723
221,compound-222,CC(C)(C)CN,87.16600000000001,0.9912000000000001,26.02,0,0,6,0,1,1,0.32995168842130845,0.002846556781360142,0,38,2.264
222,compound-223,COC(=O)c1cc(Cl)ccc1Cl,205.04,2.780000000000001,26.3,1,1,12,1,0,2,0.4653784669672094,0.3389240411212149,0,64,4.166
223,compound-224,COc1cc(O)c(C=O)c(OC)c1,182.17499999999998,1.2219,55.760000000000005,3,1,13,1,1,4,0.5069186075041866,0.15703943404119602,0,70,4.832
224,compound-225,O=C(c1ccccc1)c1ccccc1,182.222,2.917600000000001,17.07,2,2,14,2,0,1,0.2886159649049109,0.19251966533540768,0,68,4.093
225,compound-226,CCOC(=O)c1ccccc1C(=O)OCC,222.23999999999995,2.04,52.60000000000001,4,1,16,1,0,4,0.46237242193829203,0.33849587273304266,0,86,3.845
226,compound-227,O=Cc1cc([N+](=O)[O-])ccc1Cl,185.56599999999997,2.0606999999999998,60.209999999999994,2,1,12,1,0,3,0.29783384779550853,0.26974779331059995,0,62,4.681
227,compound-228,O=Cc1ccc([N+](=O)[O-])cc1,151.121,1.4073,60.209999999999994,2,1,11,1,0,3,0.29789634093335254,0.26896874002293986,0,56,4.175
228,compound-229,CCCCCCCCCN,143.274,2.6957000000000013,26.02,7,0,10,0,1,1,0.33047350396342257,0.0077275467039627605,0,62,4.822
229,compound-230,Cc1ccc(O)c(C)c1,122.16699999999997,2.0090399999999997,20.23,0,1,9,1,1,1,0.5076869366940918,0.1179993234178107,0,48,3.866
230,compound-231,CC(C)(O)C(F)(F)C(F)F,160.11,1.6577,20.23,2,0,10,0,1,1,0.3839486059767938,0.3342744042655285,0,62,2.439
231,compound-232,CC(=O)CC(=O)c1ccccc1,162.18799999999996,1.8484,34.14,3,1,12,1,0,2,0.29952266303837327,0.16971237247008242,0,62,5.169
232,compound-233,Clc1ccc(Cl)cc1,147.00400000000002,2.9934000000000003,0.0,0,1,8,1,0,0,0.08434269778179436,0.04065275054526879,0,42,4.561
233,compound-234,CC(=O)C(C)C,86.134,1.2314,17.07,1,0,6,0,0,1,0.2997396385899406,0.1318534622268426,0,36,2.0
234,compound-235,CC(C)CO,74.123,0.6347,20.23,1,0,5,0,1,1,0.3961098438374691,0.045348803787554126,0,32,1.714
235,compound-236,C=CC(=O)OC[C@H](C)O,130.14299999999997,0.09639999999999982,46.53,3,0,9,0,1,3,0.4598038448400812,0.3297328055868455,0,52,4.59
236,compound-237,OC1CCCCC1,100.161,1.3114,20.23,0,0,7,1,1,1,0.39313138246784024,0.053984774844812504,0,42,2.153
237,compound-238,OCC(Cl)(Cl)Cl,149.404,1.3489,20.23,0,0,6,0,1,1,0.3919247966405755,0.21275176430590356,0,38,2.699
238,compound-239,CC1(C)CC(=O)CC(=O)C1,140.182,1.3347,34.14,0,0,10,1,0,2,0.2992006719204662,0.1403006388616666,0,56,4.002
239,compound-240,CCC(=O)c1ccc(N)cc1,149.19299999999998,1.8615,43.09,2,1,11,1,1,2,0.39872823465895774,0.1620995840336685,0,58,3.009
240,compound-241,CCN(CC)c1ccc(C=O)cc1,177.24699999999999,2.3453,20.310000000000002,4,1,13,1,0,2,0.37209163396444034,0.14955058972764607,0,70,3.87
241,compound-242,CS(C)=O,78.136,-0.005299999999999971,17.07,0,0,4,0,0,1,0.2601579626577377,0.014804214088221839,0,26,0.362
242,compound-243,CCSCCCCSCC,178.36599999999999,3.272800000000002,0.0,7,0,10,0,0,2,0.16229545459133746,0.006734751501176588,0,62,4.469
243,compound-244,C=CC(=O)OCCO,116.11599999999999,-0.2921,46.53,3,0,8,0,1,3,0.4601014173818816,0.3297221895423998,0,46,4.384
244,compound-245,C1CCOC1,72.107,0.7968000000000001,9.23,0,0,5,1,0,1,0.3814493819627182,0.04663816984984172,0,30,1.523
245,compound-246,c1ccc(CC2=NCCN2)cc1,160.22,1.2308000000000001,24.39,2,1,12,2,1,2,0.37169973881362073,0.10083906625758018,0,62,2.745
246,compound-247,COc1cccc(C=O)c1O,152.14899999999997,1.2133,46.53,2,1,11,1,1,3,0.5037612132333203,0.16787575901078544,0,58,4.3209
247,compound-248,C=C[C@@H](Cl)CCl,124.998,2.0186,0.0,2,0,6,0,0,0,0.12476354932956453,0.06483726080114198,0,36,4.184
248,compound-249,Cc1cccc([N+](=O)[O-])c1,137.13799999999998,1.90322,43.14,1,1,10,1,0,2,0.2691872870878232,0.25830949470105513,0,52,3.728
249,compound-250,Oc1cccnc1Br,173.997,1.5496999999999999,33.120000000000005,0,1,8,1,1,2,0.505112494518648,0.14784957871400614,0,42,2.569
250,compound-251,COC(=O)c1ccc(C(=O)OC)c([N+](=O)[O-])c1,239.18299999999994,1.168,95.74,3,1,17,1,0,6,0.4654144713370232,0.3443887263781798,0,90,4.564
251,compound-252,CCCCCCCCCCCC#N,181.32299999999998,4.430880000000004,23.79,9,0,13,0,0,1,0.19834739168816878,0.06212450963328055,0,76,5.625
252,compound-253,C[C@H]1CNC[C@H](C)O1,115.17599999999999,0.3832,21.259999999999998,0,0,8,1,1,2,0.37292509389907996,0.06751576268862926,0,48,2.474
253,compound-254,Oc1ccc(Cl)cc1,128.558,2.0456,20.23,0,1,8,1,1,1,0.5079651858460357,0.11517975998882705,0,42,4.323
254,compound-255,COC(C)(C)C,88.14999999999999,1.4313,9.23,0,0,6,0,0,1,0.3791035972502146,0.05942520764405299,0,38,2.118
255,compound-256,CC(C)CC=O,86.134,1.2314,17.07,2,0,6,0,0,1,0.30339188316607335,0.1197457106441768,0,36,4.424
256,compound-257,Nc1ccc(Cl)c(Cl)c1Cl,196.464,3.229,26.02,0,1,10,1,1,1,0.39747741710138185,0.08362447445047201,0,54,4.733
257,compound-258,NC(=O)c1c(Cl)cccc1Cl,190.029,2.0923,43.09,1,1,11,1,1,1,0.36550677340726295,0.25123250893837207,0,58,2.608
258,compound-259,CCCCCCCCCc1ccc(O)cc1,220.35599999999994,4.685300000000004,20.23,8,1,16,1,1,1,0.5079666452523371,0.11509484011770364,0,90,6.2
259,compound-260,Clc1cc(Cl)c(Cl)cc1Cl,215.894,4.3002,0.0,0,1,10,1,0,0,0.08265547959686942,0.06076945388496294,0,54,5.801
260,compound-261,Cc1ccncc1,93.12899999999998,1.39002,12.89,0,1,7,1,0,1,0.2647166344741127,0.026993004823426387,0,36,2.364
261,compound-262,Oc1cc(Cl)c(Cl)cc1O,179.002,2.4046000000000007,40.46,0,1,10,1,2,2,0.5042231259973743,0.15850088869526952,0,54,5.303
262,compound-263,O=[N+]([O-])c1ccccc1,123.11099999999996,1.5948,43.14,1,1,9,1,0,2,0.2689216270439584,0.2583096384435056,0,46,3.015
263,compound-264,CCOP(=O)(Cc1ccccc1)OCC,228.228,3.452700000000002,35.53,6,1,15,1,0,3,0.33450358018303383,0.3086390633073608,0,84,2.832
264,compound-265,CCCCCCCCCC(C)=O,170.296,3.7161000000000026,17.07,8,0,12,0,0,1,0.30003102349469607,0.1293399502822748,0,72,5.055
265,compound-266,CCCCCCCCCCCCCN,199.38199999999995,4.256100000000004,26.02,11,0,14,0,1,1,0.33047350396342257,0.007727546703962752,0,86,6.484
266,compound-267,Oc1ccccc1,94.11299999999999,1.3921999999999999,20.23,0,1,7,1,1,1,0.5079669948663066,0.11507481947527975,0,36,3.46
267,compound-268,OCCCl,80.51400000000001,0.21749999999999997,20.23,1,0,4,0,1,1,0.3951383143442885,0.05662987807247732,0,26,3.176
268,compound-269,CCc1ccc(C)nc1,121.18299999999999,1.9524199999999998,12.89,1,1,9,1,0,1,0.26132413326825754,0.0372366799611105,0,48,3.174
269,compound-270,COc1cc(OC)c(OC)cc1C=O,196.20199999999997,1.5249,44.760000000000005,4,1,14,1,0,4,0.49586352318096577,0.16395509009107656,0,76,3.598
270,compound-271,CCC(C)(C)c1ccc(O)cc1,164.248,3.0798000000000014,20.23,2,1,12,1,1,1,0.5079666393925067,0.11509554537790649,0,66,4.801
271,compound-272,CCC(=O)CC,86.134,1.3755,17.07,2,0,6,0,0,1,0.2997406513908195,0.13186152172966464,0,36,1.747
272,compound-273,c1ccc2c(c1)CCO2,120.15099999999998,1.6215,9.23,0,1,9,2,0,1,0.4929594843455035,0.12212002704056367,0,46,3.167
273,compound-274,Nc1ccc([N+](=O)[O-])cc1Cl,172.571,1.8303999999999998,69.16,1,1,11,1,1,3,0.39751605497851394,0.2705700246765753,0,58,3.934
274,compound-275,O=C(c1ccc(Br)cc1)c1cccnc1,262.106,3.0751000000000017,29.96,2,2,15,2,0,2,0.28855384700445214,0.19407158079531225,0,74,4.109
275,compound-276,Oc1ccccc1Cl,128.558,2.0456,20.23,0,1,8,1,1,1,0.5063956313983089,0.13366661275168912,0,42,4.052
276,compound-277,Cc1ccccc1C=O,120.15099999999998,1.80752,17.07,1,1,9,1,0,1,0.2978855399676184,0.14981509489238046,0,46,3.356
277,compound-278,C=Cc1ccccc1,104.15199999999999,2.3296,0.0,1,1,8,1,0,0,0.09847005004016512,0.02625578937784246,0,40,4.41
278,compound-279,Nc1ccc(Cl)cc1,127.574,1.9222,26.02,0,1,8,1,1,1,0.3987274473310653,0.04069947851972144,0,42,3.609
279,compound-280,CCCCCCCO,116.20400000000001,1.9491,20.23,5,0,8,0,1,1,0.3963765693422927,0.04305240722358134,0,50,3.527
280,compound-281,C#C[C@@](C)(O)C(C)C,112.17199999999998,1.0266,20.23,1,0,8,0,1,1,0.37764849327739725,0.12423757357458177,0,46,2.738
281,compound-282,CCC(=O)Nc1ccc(Cl)c(Cl)c1,218.08299999999997,3.3419000000000016,29.1,2,1,13,1,1,1,0.3260519471453987,0.22359100280395183,0,70,4.405
282,compound-283,CN1CCC[C@@H]1c1cccnc1.CN1CCC[C@@H]1c1cccnc1.O=S(=O)(O)O,422.5510000000001,3.043800000000001,106.86,2,2,29,4,2,6,0.3943465294963554,0.2993071487901656,0,160,4.486
283,compound-284,Nc1ccc(Br)cc1,172.025,2.0313,26.02,0,1,8,1,1,1,0.39872778567861,0.031426859840508976,0,42,3.559
284,compound-285,Oc1c(Cl)cc(Cl)cc1Cl,197.44799999999998,3.3524000000000003,20.23,0,1,10,1,1,1,0.5048259317440998,0.1523601196325953,0,54,4.606
285,compound-286,C=C(C)C(=C)C,82.146,2.1386000000000003,0.0,1,0,6,0,0,0,0.0958700950183344,0.04012105686863892,0,34,4.075
286,compound-287,c1ccoc1,68.075,1.2796,13.14,0,1,5,1,0,1,0.4726377692765221,0.09020235450853635,0,26,3.048
287,compound-288,c1ccc(Nc2ccccc2)cc1,169.227,3.430200000000002,12.03,2,2,13,2,1,1,0.3555271921456535,0.038370136695393395,0,64,4.65
288,compound-289,CC(=O)c1cccn1C,123.15499999999997,1.2277,22.0,1,1,9,1,0,2,0.34819421798905403,0.1756216951472691,0,48,2.895
289,compound-290,CCCCN,73.139,0.7452000000000001,26.02,2,0,5,0,1,1,0.3304736813706357,0.007737642506420247,0,32,2.437
290,compound-291,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,231.893,4.0058,20.23,0,1,11,1,1,1,0.5047815553822836,0.15390607157818914,0,60,5.352
291,compound-292,c1cc[nH]c1,67.091,1.0147,15.79,0,1,5,1,1,0,0.3676367128834121,0.000495844728467949,0,26,2.504
292,compound-293,CC(C)c1cccc(C(C)C)c1N,177.29099999999997,3.5156000000000027,26.02,2,1,13,1,1,1,0.39826549587126625,0.03838965904395381,0,72,4.064
293,compound-294,C#CC[C@H](C)O,84.118,0.3905,20.23,1,0,6,0,1,1,0.39242713403466306,0.06206980990818448,0,34,3.38
294,compound-295,CCc1cccc(CC)c1N(COC)C(=O)CCl,269.77199999999993,2.9871000000000016,29.54,6,1,18,1,0,2,0.3638897980693819,0.24331612217612267,0,100,4.733
295,compound-296,CCCCCCCCCCCN,171.32799999999997,3.475900000000001,26.02,9,0,12,0,1,1,0.33047350396342257,0.007727546703962752,0,74,5.912
296,compound-297,COCCN,75.11099999999999,-0.40849999999999986,35.25,2,0,5,0,1,2,0.3833784942275812,0.058444137227656866,0,32,2.156
297,compound-298,Brc1nc(Br)c(Br)[nH]1,304.76699999999994,2.6972,28.68,0,1,8,1,1,1,0.32626667086551114,0.17593401160644537,0,44,4.697
298,compound-299,Fc1ccc(Oc2ccc(F)cc2)cc1,206.191,3.757100000000002,9.23,2,2,15,2,0,1,0.4573773732936515,0.12713581758472378,0,76,5.261
299,compound-300,BrC(Br)c1ccccc1C(Br)Br,421.752,5.263400000000002,0.0,2,1,12,1,0,0,0.09493678560387699,0.07118308003645235,0,66,5.985
300,compound-301,CC(Cl)(Cl)Cl,133.405,2.3765,0.0,0,0,5,0,0,0,0.18738218534988657,0.08401345114285742,0,32,3.45
301,compound-302,Cc1ccc(Cl)c(Cl)c1,161.031,3.301820000000001,0.0,0,1,9,1,0,0,0.0827128462813607,0.0594441330320159,0,48,4.743
302,compound-303,Clc1cccc(Cl)c1C(Cl)Cl,229.921,4.469600000000001,0.0,1,1,11,1,0,0,0.13517643543957,0.09994738497679914,0,60,5.375
303,compound-304,CCc1ccccc1,106.16799999999999,2.2490000000000006,0.0,1,1,8,1,0,0,0.06224874165506165,0.03074408282510195,0,42,4.005
304,compound-305,CCC(C)=O,72.107,0.9854,17.07,1,0,5,0,0,1,0.3000423849594125,0.1290650325260376,0,30,1.35
305,compound-306,Oc1ccc(Cl)cc1Cl,163.003,2.6990000000000007,20.23,0,1,9,1,1,1,0.5063937792446614,0.13377340772986263,0,48,4.323
306,compound-307,Nc1ccccc1C(=O)c1ccc(Cl)cc1,231.68200000000002,3.153200000000002,43.09,2,2,16,2,1,2,0.3981289924965981,0.19459282843889514,0,80,5.039
307,compound-308,CC(=O)OC(C)(C)C,116.15999999999998,1.3479999999999999,26.3,0,0,8,0,0,2,0.4601506704482133,0.3026461161791004,0,48,2.551
308,compound-309,CN(C)c1ccc(/C=C/C=O)cc1,175.231,1.9647,20.310000000000002,3,1,13,1,0,2,0.37766090988919415,0.14235723144254098,0,68,4.473
309,compound-310,O=Cc1cccc(C(F)(F)F)c1,174.12099999999998,2.517900000000001,17.07,1,1,12,1,0,1,0.4159328158798201,0.2978961844985869,0,64,5.275
310,compound-311,O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,207.10699999999997,2.3192000000000004,63.370000000000005,1,1,14,1,1,3,0.5079416018252678,0.4226355946334402,0,76,4.355
311,compound-312,O=[N+]([O-])c1ccccc1Cl,157.55599999999998,2.2482000000000006,43.14,1,1,10,1,0,2,0.2873708938075528,0.25826325737041617,0,52,3.73
312,compound-313,Oc1ccc(/N=N/c2ccccc2)cc1,198.22500000000005,3.8076000000000025,44.95,2,2,15,2,1,3,0.5079642754871322,0.11523231148054816,0,74,5.229
313,compound-314,O=[N+]([O-])c1cccc([N+](=O)[O-])c1O,184.10699999999997,1.2086000000000003,106.51000000000002,2,1,13,1,1,5,0.4973135251578814,0.31754973909050277,0,68,24.5622
314,compound-315,Cc1ccc(C)o1,96.12899999999999,1.89644,13.14,0,1,7,1,0,1,0.4666914135013632,0.10057870797310316,0,38,3.131
315,compound-316,O=Cc1c(F)c(F)c(F)c(F)c1F,196.07399999999996,2.1946000000000003,17.07,1,1,13,1,0,1,0.2976615179993368,0.20006922229844615,0,70,5.251
316,compound-317,O=[N+]([O-])c1cccc([N+](=O)[O-])c1O,184.10699999999997,1.2086000000000003,106.51000000000002,2,1,13,1,1,5,0.4973135251578814,0.31754973909050277,0,68,3.2994
317,compound-318,CCCCCCN,101.193,1.5254000000000003,26.02,4,0,7,0,1,1,0.33047350396881303,0.007727548087909907,0,44,3.253
318,compound-319,CCOCCOC(C)=O,132.159,0.586,35.53,4,0,9,0,0,3,0.4634225482788649,0.30220730084535813,0,54,3.496
319,compound-320,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,370.49,5.599500000000002,20.23,2,2,20,2,1,1,0.37583939778535813,0.22658727166145695,0,106,5.788
320,compound-321,CCCCCC[C@@H](C)N,129.24699999999999,2.3040000000000003,26.02,5,0,9,0,1,1,0.32798749203665556,0.0010432061602494516,0,56,4.403
321,compound-322,O=S(Cc1ccccc1)Cc1ccccc1,230.332,3.1355000000000013,17.07,4,2,16,2,0,1,0.258895520880118,0.0488548793501735,0,82,3.459
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,406.90700000000004,6.609000000000002,40.46,2,2,21,2,2,2,0.5060328164669213,0.13879471824822276,0,112,7.287
323,compound-324,CC(=O)/C=C/C1=C(C)CCCC1(C)C,192.302,3.6582000000000026,17.07,2,0,14,1,0,1,0.2951807665268281,0.15212328706486747,0,78,4.577
324,compound-325,COc1cc(C=O)ccc1O,152.14899999999997,1.2133,46.53,2,1,11,1,1,3,0.5042543227773111,0.16068932365262117,0,58,3.259
325,compound-326,CCCCCCCCO,130.231,2.3392,20.23,6,0,9,0,1,1,0.39637656934228255,0.04305240722887931,0,56,3.983
326,compound-327,Cc1ccccc1C#N,117.15099999999997,1.8667,23.79,0,1,9,1,0,1,0.19242652872247015,0.09939019755250773,0,44,3.418
327,compound-328,Oc1cc(Cl)c(Cl)c(Cl)c1Cl,231.893,4.0058,20.23,0,1,11,1,1,1,0.506280155911067,0.1367949681885226,0,60,5.752
328,compound-329,OCCN(CCO)c1ccccc1,181.23499999999996,0.47759999999999986,43.7,5,1,13,1,2,3,0.39453625923370944,0.06061702648453686,0,72,2.392
329,compound-330,Oc1c(Br)c(Br)c(Br)c(Br)c1Br,488.593,5.204700000000001,20.23,0,1,12,1,1,1,0.5054933536425348,0.14580877255681285,0,66,6.72
330,compound-331,CC(C)c1ccc(C=O)cc1,148.20499999999998,2.6225000000000005,17.07,2,1,11,1,0,1,0.29789640884515184,0.14954836598843899,0,58,4.35
331,compound-332,NC(=O)c1ccc(Cl)cc1Cl,190.029,2.0923,43.09,1,1,11,1,1,1,0.3655532293799516,0.24971237758157797,0,58,3.298
332,compound-333,CC(C)(O)C(Cl)(Cl)Cl,177.458,2.127500000000001,20.23,0,0,8,0,1,1,0.38600525077360825,0.21770918038751394,0,50,3.119
333,compound-334,CCNCCO,89.138,-0.41180000000000017,32.26,3,0,6,0,2,2,0.3950544582455796,0.05554347038366219,0,38,1.78
334,compound-335,c1ccc(Oc2ccccc2)cc1,170.211,3.478900000000002,9.23,2,2,13,2,0,1,0.45738459774589524,0.1269277489093993,0,64,4.629
335,compound-336,CC(C)(C)SC(C)(C)C,146.29899999999998,3.316600000000002,0.0,0,0,9,0,0,1,0.15007759885604868,0.008030781198639564,0,56,3.701
336,compound-337,O=Cc1ccccc1O,122.12299999999995,1.2047,37.3,1,1,9,1,1,2,0.5072100278982061,0.15326813224881564,0,46,4.726
337,compound-338,CC(C)(C)CC(C)(C)N,129.24699999999999,2.1599000000000004,26.02,1,0,9,0,1,1,0.3255416173201797,0.010198251592048676,0,56,3.721
338,compound-339,O=C(Oc1ccccc1)c1ccccc1O,214.21999999999997,2.6114000000000006,46.53,2,2,16,2,1,3,0.5070525222360159,0.3468118641435122,0,80,5.259
339,compound-340,Nc1ccc(F)cc1,111.119,1.4079000000000002,26.02,0,1,8,1,1,1,0.39872607866383863,0.12285884280048658,0,42,3.818
