,compound_id,smiles,pLC50,MolLogP,LabuteASA,MolMR,MolWt,ExactMolWt,Chi0v,HeavyAtomMolWt,Chi1v,Chi3v,Kappa1,HeavyAtomCount,Chi1,Chi0,NumValenceElectrons,Chi2v,BCUT2D_LOGPHI,AvgIpc,Chi4v,PEOE_VSA6,toxicity_category,toxicity_numeric
168,Compound 169,COc1ccc(C(C)=O)c(O)c1,3.379,1.6034,70.59553054443344,44.66330000000002,166.176,166.06299418,6.995760983996562,156.09599999999998,3.528137250390291,1.5841937990827266,8.585328884652048,12,5.647065707741408,9.137828201504696,64,2.439265736413541,2.227322298799414,2.0311989958766614,0.93613602220778,0.0,Slightly toxic,2
219,Compound 220,C=CC[C@H](O)C=C,3.411,1.1094,43.97898928764009,31.017799999999987,98.145,98.07316494,4.300584746628478,88.06499999999998,2.224525384935947,0.6802346074991796,6.44,7,3.308060412490447,5.698670612749268,40,1.327427300116402,1.8938920530727448,1.679822907155627,0.2669856889798683,12.152040213667762,Slightly toxic,2
41,Compound 42,C#CCCO,3.288,0.002,31.627536515074656,20.535799999999995,70.091,70.041864812,2.9387774270626785,64.04299999999999,1.4584562912049244,0.2561409661723959,4.519999999999999,5,2.414213562373095,4.121320343559642,28,0.6777309429819103,1.622198525981837,1.4056390622295665,0.0645497224367902,0.0,Slightly toxic,2
173,Compound 174,c1ccccc1,3.502,1.6866,37.43140311949697,26.442,78.11399999999999,78.046950192,3.464101615137755,72.06599999999999,2.0000000000000004,0.6666666666666671,3.411570881226053,6,3.0,4.242640687119286,30,1.154700538379252,1.794093161855451,1.719973094021975,0.3849001794597507,36.39820241076966,Slightly toxic,2
173,Compound 174,c1ccccc1,3.502,1.6866,37.43140311949697,26.442,78.11399999999999,78.046950192,3.464101615137755,72.06599999999999,2.0000000000000004,0.6666666666666671,3.411570881226053,6,3.0,4.242640687119286,30,1.154700538379252,1.794093161855451,1.719973094021975,0.3849001794597507,36.39820241076966,Slightly toxic,2
127,Compound 128,Cl[C@@H]1CCCC[C@H]1Cl,3.92,2.7752000000000008,60.16466290004672,37.75000000000001,153.05200000000002,152.01595568,6.250914501180805,142.97199999999998,3.959137255677014,2.7759958735681174,6.6965501165501164,8,3.804530452640311,5.983127663125442,48,3.4376106169582106,2.2613783675819983,1.7681772153059907,1.6009541782813472,12.84164324585202,Slightly toxic,2
173,Compound 174,c1ccccc1,3.502,1.6866,37.43140311949697,26.442,78.11399999999999,78.046950192,3.464101615137755,72.06599999999999,2.0000000000000004,0.6666666666666671,3.411570881226053,6,3.0,4.242640687119286,30,1.154700538379252,1.794093161855451,1.719973094021975,0.3849001794597507,36.39820241076966,Slightly toxic,2
142,Compound 143,ClC=C(Cl)Cl,3.474,2.5017000000000005,45.324388790686925,25.642,131.389,129.914383072,4.479030526272671,130.381,2.077222224330472,0.7423074889580903,5.609999999999999,5,2.270055610029662,4.284457050376173,30,1.6248376489191083,2.054266229237234,1.3787834934861756,0.0,34.802819670697545,Slightly toxic,2
325,Compound 326,CCCCCCCCO,3.983,2.3392,58.08807958080182,40.4618,130.231,130.135765196,6.39696106380579,112.08699999999996,4.023334547203385,1.5116672736016925,8.960000000000003,9,4.414213562373095,6.949747468305834,56,2.491373750716347,2.030494638054403,1.88523483624215,0.8921334847648997,39.02784531432067,Slightly toxic,2
156,Compound 157,COc1ccc(O)cc1,3.053,1.4007999999999998,53.70412421559645,34.6588,124.13899999999998,124.052429496,5.164862962722324,116.07499999999996,2.6573464384916923,1.0724230685098737,5.947877237851663,9,4.325698502695489,6.69023444431199,48,1.698025295374609,2.1398594202047665,1.9003726279897948,0.5822209453229111,0.0,Slightly toxic,2
346,Compound 347,COc1ccccc1C(N)=O,3.1,0.7941,64.77624537485353,41.51190000000001,151.16499999999996,151.063328528,6.203247926875855,142.093,3.182521984712165,1.3724332221764843,7.595374077976819,11,5.253218857624056,8.267584713501616,58,2.064534332842089,2.1504620007919986,2.041531282186142,0.8482015524322054,12.13273413692322,Slightly toxic,2
176,Compound 177,Nc1ccc([N+](=O)[O-])cc1,3.043,1.1769999999999998,57.42426953900948,37.50880000000001,138.126,138.042927432,5.150461522375814,132.078,2.6987975090608214,1.1039066450341708,6.538764845605701,10,4.698377302757663,7.560477932315068,52,1.848642008165544,2.1146652562755013,1.8845053612018057,0.5960379688459542,0.0,Slightly toxic,2
356,Compound 357,O=[N+]([O-])c1cccc([N+](=O)[O-])c1O,3.666,1.2086000000000003,71.53158831669258,41.41560000000001,184.107,184.012021228,6.206684755924204,180.075,3.145134072446452,1.3868210624554522,8.912421441774493,13,6.036581260209189,10.008071689507773,68,2.159090613075238,2.3381677911178422,2.030421715967236,0.8141420604669144,0.0,Slightly toxic,2
6,Compound 7,CCCCN(C=O)CCCC,3.246,2.045,69.58014371324954,47.45300000000002,157.25699999999998,157.146664228,7.675452842272733,138.10499999999996,4.540570244549448,1.7468324014673702,10.47,11,5.346065214951232,8.52709773749546,66,2.8484848014455406,1.9488751077429047,2.052690319187095,0.9396214038158076,26.689117645233267,Slightly toxic,2
311,Compound 312,O=[N+]([O-])c1ccccc1Cl,3.73,2.2482000000000006,62.38764506887844,38.106400000000015,157.55599999999998,156.993056048,5.707004672213869,153.52399999999997,2.983052148123557,1.368761663175129,7.022233445566778,10,4.71521405516327,7.560477932315068,52,2.115721466332425,2.214715030085456,1.878744528593013,0.8045347356433243,23.733674027155736,Slightly toxic,2
142,Compound 143,ClC=C(Cl)Cl,3.474,2.5017000000000005,45.324388790686925,25.642,131.389,129.914383072,4.479030526272671,130.381,2.077222224330472,0.7423074889580903,5.609999999999999,5,2.270055610029662,4.284457050376173,30,1.6248376489191083,2.054266229237234,1.3787834934861756,0.0,34.802819670697545,Slightly toxic,2
14,Compound 15,Cc1ccccc1O,3.889,1.70062,48.59057898608959,32.843799999999995,108.13999999999996,108.057514876,4.756614672258461,100.07599999999998,2.550957066939605,1.115454155366833,5.162450142450142,8,3.804530452640311,5.983127663125442,42,1.78648662573128,2.117131452499268,1.7681772153059907,0.5634205269554475,18.19910120538483,Slightly toxic,2
56,Compound 57,CCCCCCO,3.02,1.559,45.35819535200859,31.22779999999998,102.177,102.104465068,4.982747501432695,88.06499999999998,3.023334547203385,1.0116672736016925,6.96,7,3.414213562373095,5.535533905932738,44,1.7842669695297997,1.9548843059963408,1.690933805959686,0.5385800941716261,26.186202068468653,Slightly toxic,2
201,Compound 202,NC(=O)c1ccc([N+](=O)[O-])cc1,3.097,0.6937,67.95073375344985,41.61430000000001,166.136,166.037842052,6.058709812839677,160.08799999999997,3.1529216542927534,1.3626410188353866,8.189108027750247,12,5.6090609052806215,9.137828201504696,62,2.168234579538153,2.1039729842268056,2.0429109529537715,0.7474126839232648,0.0,Slightly toxic,2
101,Compound 102,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,3.715,3.3260000000000014,118.83519143171844,85.83450000000005,278.291,278.08605173,11.910143114808127,263.17099999999994,8.292234544823854,6.435481297320762,12.900307824255124,20,9.815515146567616,13.838652525367095,98,7.383655241425982,2.413464465100172,2.563881311380527,5.031384222809607,90.99550602692418,Slightly toxic,2
50,Compound 51,COc1cccc(O)c1,3.225,1.4007999999999998,53.70412421559645,34.6588,124.13899999999998,124.052429496,5.164862962722324,116.07499999999996,2.6573464384916927,1.0533213750515729,5.947877237851663,9,4.325698502695489,6.690234444311989,48,1.7014796190685573,2.157578116011676,1.8814083105156787,0.6104858103726771,6.06636706846161,Slightly toxic,2
8,Compound 9,COC(=O)c1ccc(Cl)cc1[N+](=O)[O-],3.891,2.0348,84.39259662722229,49.44590000000001,215.592,214.998535352,7.94615098395197,209.544,3.960232331574242,1.7968810343411907,10.460775444264945,14,6.557749310264365,10.71517847069432,74,2.8465981925284187,2.229924560789945,2.161376689685365,1.1047594541065535,11.600939890232516,Slightly toxic,2
267,Compound 268,OCCCl,3.176,0.2174999999999999,30.201693121303844,17.805799999999998,80.51400000000001,80.00289246,2.9953205769007347,75.474,1.6180114917541109,0.2535462764185549,4.25,4,1.914213562373095,3.414213562373095,26,0.7905535072638197,1.6282451238711562,1.3709505944546687,0.0,0.0,Slightly toxic,2
168,Compound 169,COc1ccc(C(C)=O)c(O)c1,3.379,1.6034,70.59553054443344,44.66330000000002,166.176,166.06299418,6.995760983996562,156.09599999999998,3.528137250390291,1.5841937990827266,8.585328884652048,12,5.647065707741408,9.137828201504696,64,2.439265736413541,2.227322298799414,2.0311989958766614,0.93613602220778,0.0,Slightly toxic,2
36,Compound 37,O=C(c1ccccc1)c1ccncc1,3.25,2.3126,82.23460952094787,54.11150000000002,183.21,183.068413908,7.551614308670455,174.13799999999998,4.375222463105506,1.9784870114002715,8.629973277127478,14,6.877010097711745,9.803118619434356,68,2.931038279111141,2.070935154671381,2.303941289095321,1.2594830968442796,30.33183534230805,Slightly toxic,2
339,Compound 340,Nc1ccc(F)cc1,3.818,1.4079000000000002,46.93682921943591,30.8124,111.119,111.048427412,4.264715818957356,105.07099999999998,2.299024576145345,0.8700050935260352,5.09388489208633,8,3.787693700234704,5.983127663125442,42,1.5515512235693265,2.0127234822847857,1.769973094021975,0.4627803245407954,0.0,Slightly toxic,2
357,Compound 358,CCCCC=O,3.824,1.3755,38.36054158545974,25.588999999999988,86.134,86.07316494,4.106918903213131,76.05399999999999,2.3510573320459263,0.6755286660229631,5.670000000000001,6,2.914213562373095,4.82842712474619,36,1.3088951918547531,1.8653096085942624,1.6143308351592656,0.2874574785652648,13.344558822616634,Slightly toxic,2
19,Compound 20,COc1ccc(C=O)c(OC)c1,3.917,1.5162999999999998,70.9148420217443,44.933500000000016,166.176,166.06299418,7.034145948150093,156.09599999999998,3.487156138094504,1.5676115922368337,8.585328884652048,12,5.812391710140019,8.974691494688164,64,2.2257318197271534,2.220963541320141,2.163299516536892,0.9158021770718172,0.0,Slightly toxic,2
268,Compound 269,CCc1ccc(C)nc1,3.174,1.95242,55.74587744363329,38.35200000000001,121.183,121.089149352,5.886371184255383,110.09499999999996,3.2418245963947334,1.3808675235044363,6.272699386503069,9,4.325698502695489,6.690234444311989,48,2.1613819480226706,1.97806025901946,1.9003726279897948,0.7075726083328975,12.990104268152232,Slightly toxic,2
147,Compound 148,ClC(Cl)C(Cl)Cl,3.917,2.5938000000000008,56.31725804975285,30.988,167.85,165.891060784,5.690274214489978,165.834,2.9519480161652423,1.7142857142857146,7.16,6,2.6427344100918364,5.154700538379252,38,2.99647286995309,2.160253366449709,1.3609640474436813,0.0,0.0,Slightly toxic,2
3,Compound 4,CCOc1ccc(C=O)cc1,3.728,1.8978,65.80129679223742,42.99850000000002,150.177,150.06807956,6.410354708062403,140.09699999999998,3.54565066104954,1.3271866967962749,7.793199174406604,11,5.363703305156275,8.104448006685086,58,2.119899425818827,2.09679266247712,2.066172828612932,0.8092867591133446,0.0,Slightly toxic,2
239,Compound 240,CCC(=O)c1ccc(N)cc1,3.009,1.8615,66.02764225974326,45.47590000000002,149.19299999999998,149.084063972,6.50210641759854,138.105,3.624826656652485,1.5537731405466928,7.793199174406604,11,5.236382105218448,8.267584713501616,58,2.398738193731429,2.06570304010167,2.0456060352867365,0.8731362362129245,6.923737199690624,Slightly toxic,2
272,Compound 273,c1ccc2c(c1)CCO2,3.167,1.6215,54.26900142426783,35.641000000000005,120.15099999999998,120.057514876,5.131862929595462,112.08699999999996,3.1737029396096443,1.6015739636576438,4.857753993343199,9,4.4663264951887856,6.104448006685085,46,2.2061844032595275,2.22696513921086,2.3327430273186147,1.122120166440595,18.19910120538483,Slightly toxic,2
332,Compound 333,CC(C)(O)C(Cl)(Cl)Cl,3.119,2.127500000000001,63.53810980386041,36.58780000000001,177.458,175.956247884,6.848893852583003,170.40200000000002,3.1744469262915014,2.081159543169355,8.830000000000002,8,3.25,7.0,50,4.338008487217137,2.366675050618442,1.253297578463043,0.0,34.802819670697545,Slightly toxic,2
168,Compound 169,COc1ccc(C(C)=O)c(O)c1,3.379,1.6034,70.59553054443344,44.66330000000002,166.176,166.06299418,6.995760983996562,156.09599999999998,3.528137250390291,1.5841937990827266,8.585328884652048,12,5.647065707741408,9.137828201504696,64,2.439265736413541,2.227322298799414,2.0311989958766614,0.93613602220778,0.0,Slightly toxic,2
195,Compound 196,Cc1ccc(N)c(Cl)c1,3.596,2.23062,59.43950215778797,40.60140000000001,141.601,141.034526936,5.943294495786184,133.53699999999998,3.0936557158212388,1.4832800270403013,6.430336943441636,9,4.198377302757663,6.8533711511285205,48,2.432167395156828,2.1792862989080604,1.7965675742516063,0.8672645275601866,17.667306958694127,Slightly toxic,2
113,Compound 114,c1ccc2occc2c1,3.924,2.4328000000000003,52.90739691530901,36.214000000000006,118.13499999999996,118.041864812,4.872349905601618,112.08699999999996,2.88918514274522,1.361620179510074,4.621116323679656,9,4.4663264951887856,6.104448006685086,44,1.9584266445180727,2.1222196582523005,2.3327430273186147,0.9061770331846328,18.19910120538483,Slightly toxic,2
370,Compound 371,ClCC(Cl)CCl,3.408,2.0714,52.37893393726779,31.080999999999992,147.43200000000002,145.9456832,5.393244088645766,142.392,3.0747177031102497,1.7044349890436248,6.869999999999999,6,2.808060412490447,4.99156383156272,38,2.140315334139916,1.9858899856525607,1.650022421648354,0.3711537444790451,0.0,Slightly toxic,2
18,Compound 19,ClC(Cl)Cl,3.228,1.9864,39.64904970847457,21.347,119.378,117.914383072,3.979030526272671,118.37,1.963961012123932,0.0,4.87,4,1.7320508075688772,3.5773502691896257,26,2.226922466874271,2.0323262923561325,0.8112781244591328,0.0,34.802819670697545,Slightly toxic,2
127,Compound 128,Cl[C@@H]1CCCC[C@H]1Cl,3.92,2.7752000000000008,60.16466290004672,37.75000000000001,153.05200000000002,152.01595568,6.250914501180805,142.97199999999998,3.959137255677014,2.7759958735681174,6.6965501165501164,8,3.804530452640311,5.983127663125442,48,3.4376106169582106,2.2613783675819983,1.7681772153059907,1.6009541782813472,12.84164324585202,Slightly toxic,2
94,Compound 95,Nc1ccc(F)cc1C(F)(F)F,3.782,2.4267000000000003,65.79837754261123,35.81440000000001,179.116,179.03581204,5.82125896879541,174.07599999999996,3.032637952325852,1.320740537440679,8.833109869646183,12,5.40970216816285,9.35337115112852,66,2.229331462432327,2.3300131684859835,1.918740589009928,0.7739967282218007,0.0,Slightly toxic,2
216,Compound 217,CC(=O)C(C)(C)C,3.061,1.6215,44.72548369985636,30.13599999999998,100.161,100.088815004,5.408248290463863,88.06499999999998,2.454124145231932,1.0561862178478971,6.670000000000001,7,2.9433756729740645,6.077350269189626,42,2.8061862178478973,2.121001608708657,1.3143204867061788,0.0,20.771211599071872,Slightly toxic,2
220,Compound 221,CCCCCCCN,3.723,1.9155,52.26879441122192,37.8134,115.22,115.136099544,5.81999095630891,98.08399999999996,3.61535507165041,1.3076775358252049,7.96,8,3.914213562373095,6.242640687119286,50,2.202888696967908,1.995050431836592,1.8088121254443208,0.7478909578906799,32.60702369139466,Slightly toxic,2
95,Compound 96,CCN(CC)c1ccccc1,3.959,2.532800000000001,68.65100524728676,50.00300000000004,149.23699999999997,149.12044948,7.248178503821181,134.11699999999996,4.180959494679709,1.884783333368866,8.119800399201598,11,5.380540057561881,8.104448006685086,60,2.50783925473728,2.1078730954339093,2.08619149148239,1.2275677843681052,18.19910120538483,Slightly toxic,2
138,Compound 139,C=C(C)C(=O)OCCOCC,3.757,1.1422,66.99285535547905,42.26600000000001,158.19699999999995,158.094294308,7.053171996137779,144.08499999999998,3.584933866028124,1.0134131797555572,10.17,11,5.180739212552622,8.69023444431199,64,2.1131727020431894,1.9058094523056768,1.972582545378912,0.4608273219942876,6.578935683598497,Slightly toxic,2
317,Compound 318,CCCCCCN,3.253,1.5254000000000003,45.903852296825306,33.19639999999999,101.193,101.12044948,5.112884175122363,86.07299999999998,3.11535507165041,1.057677535825205,6.96,7,3.414213562373095,5.535533905932738,44,1.849335306374634,1.9484825132933088,1.690933805959686,0.5711142625940431,26.186202068468653,Slightly toxic,2
8,Compound 9,COC(=O)c1ccc(Cl)cc1[N+](=O)[O-],3.891,2.0348,84.39259662722229,49.44590000000001,215.592,214.998535352,7.94615098395197,209.544,3.960232331574242,1.7968810343411907,10.460775444264945,14,6.557749310264365,10.71517847069432,74,2.8465981925284187,2.229924560789945,2.161376689685365,1.1047594541065535,11.600939890232516,Slightly toxic,2
3,Compound 4,CCOc1ccc(C=O)cc1,3.728,1.8978,65.80129679223742,42.99850000000002,150.177,150.06807956,6.410354708062403,140.09699999999998,3.54565066104954,1.3271866967962749,7.793199174406604,11,5.363703305156275,8.104448006685086,58,2.119899425818827,2.09679266247712,2.066172828612932,0.8092867591133446,0.0,Slightly toxic,2
371,Compound 372,ClCCCCCl,3.391,2.2442,48.44060982478272,30.673999999999992,127.014,126.000305616,5.096213962801553,118.95,3.103567451474546,1.0517837257372729,6.579999999999999,6,2.914213562373095,4.82842712474619,38,1.841000200214229,1.9164376682665696,1.6143308351592656,0.5669467095138406,0.0,Slightly toxic,2
11,Compound 12,C=CCNc1ccccc1,3.569,2.2845000000000004,61.386488614110576,45.12870000000002,133.19399999999996,133.089149352,5.878315177510851,122.10599999999998,3.3307335740439594,1.2243128534939436,6.874155251141552,10,4.931851652578137,7.234204518682008,52,2.0356013789078204,2.027038286007984,2.029573889867405,0.7460238965968932,24.27512131221871,Slightly toxic,2
148,Compound 149,CNc1ccc(F)cc1,3.513,1.8674,53.51174282042785,35.94670000000001,125.146,125.064077476,5.187365549767731,117.08199999999998,2.760349441550532,1.1328968050576396,6.075786163522013,9,4.325698502695489,6.69023444431199,48,1.756893024830806,2.0529659220909577,1.9003726279897948,0.6165552796758578,0.0,Slightly toxic,2
321,Compound 322,O=S(Cc1ccccc1)Cc1ccccc1,3.459,3.1355000000000013,98.59263575793015,68.43440000000004,230.332,230.076536068,9.820709416124808,216.22,6.760524793801342,3.651575150444045,11.086691807094972,16,7.84333659290053,11.217332181807452,82,5.156701739973759,2.0797233490355405,2.3115289161243,2.8018195921153684,60.6636706846161,Slightly toxic,2
8,Compound 9,COC(=O)c1ccc(Cl)cc1[N+](=O)[O-],3.891,2.0348,84.39259662722229,49.44590000000001,215.592,214.998535352,7.94615098395197,209.544,3.960232331574242,1.7968810343411907,10.460775444264945,14,6.557749310264365,10.71517847069432,74,2.8465981925284187,2.229924560789945,2.161376689685365,1.1047594541065535,11.600939890232516,Slightly toxic,2
148,Compound 149,CNc1ccc(F)cc1,3.513,1.8674,53.51174282042785,35.94670000000001,125.146,125.064077476,5.187365549767731,117.08199999999998,2.760349441550532,1.1328968050576396,6.075786163522013,9,4.325698502695489,6.69023444431199,48,1.756893024830806,2.0529659220909577,1.9003726279897948,0.6165552796758578,0.0,Slightly toxic,2
273,Compound 274,Nc1ccc([N+](=O)[O-])cc1Cl,3.934,1.8304,67.72753576589116,42.518800000000006,172.571,172.00395508,6.207004672213869,167.53099999999998,3.1824108852413286,1.5221796254409032,7.812986611740474,11,5.1090609052806215,8.430721420318147,58,2.370125800799411,2.229356908600739,1.9415183650407188,0.804396848830179,11.600939890232516,Slightly toxic,2
175,Compound 176,N#Cc1cc(Cl)ccc1N,3.727,1.79388,63.832081839256674,40.57940000000001,152.584,152.01412584,5.890508091286143,147.54399999999998,3.067262513571218,1.3708889670472482,6.913636363636365,10,4.736382105218448,7.560477932315068,50,2.2798115727366657,2.155560842543208,1.941716717394504,0.7974292093143621,11.600939890232516,Slightly toxic,2
50,Compound 51,COc1cccc(O)c1,3.225,1.4007999999999998,53.70412421559645,34.6588,124.13899999999998,124.052429496,5.164862962722324,116.07499999999996,2.6573464384916927,1.0533213750515729,5.947877237851663,9,4.325698502695489,6.690234444311989,48,1.7014796190685573,2.157578116011676,1.8814083105156787,0.6104858103726771,6.06636706846161,Slightly toxic,2
268,Compound 269,CCc1ccc(C)nc1,3.174,1.95242,55.74587744363329,38.35200000000001,121.183,121.089149352,5.886371184255383,110.09499999999996,3.2418245963947334,1.3808675235044363,6.272699386503069,9,4.325698502695489,6.690234444311989,48,2.1613819480226706,1.97806025901946,1.9003726279897948,0.7075726083328975,12.990104268152232,Slightly toxic,2
113,Compound 114,c1ccc2occc2c1,3.924,2.4328000000000003,52.90739691530901,36.214000000000006,118.13499999999996,118.041864812,4.872349905601618,112.08699999999996,2.88918514274522,1.361620179510074,4.621116323679656,9,4.4663264951887856,6.104448006685086,44,1.9584266445180727,2.1222196582523005,2.3327430273186147,0.9061770331846328,18.19910120538483,Slightly toxic,2
86,Compound 87,CCCCCC[C@H]1CCC(=O)O1,3.976,2.6624000000000008,74.29296623342044,47.87300000000003,170.25199999999998,170.130679816,7.843594318423186,152.10799999999998,5.021107303566927,2.348202321646391,9.557183958151702,12,5.825698502695489,8.811554787871634,70,3.499878507023497,2.1887761159542785,2.454306356562735,1.584630705673164,26.186202068468653,Slightly toxic,2
202,Compound 203,C#C[C@](C)(O)CCC(C)C,3.457,1.8068,63.4522470870577,43.52880000000001,140.226,140.120115132,7.016127696252305,124.09799999999996,3.678784151781181,1.519440597712184,9.52,10,4.47716239121621,8.198670612749268,58,3.35071371753287,2.140245707139347,1.8455382986258528,0.6418999916264161,19.76790871823689,Slightly toxic,2
173,Compound 174,c1ccccc1,3.502,1.6866,37.43140311949697,26.442,78.11399999999999,78.046950192,3.464101615137755,72.06599999999999,2.0000000000000004,0.6666666666666671,3.411570881226053,6,3.0,4.242640687119286,30,1.154700538379252,1.794093161855451,1.719973094021975,0.3849001794597507,36.39820241076966,Slightly toxic,2
300,Compound 301,CC(Cl)(Cl)Cl,3.45,2.3765,46.01399182287118,25.963999999999995,133.405,131.930033136,4.901680257083045,130.381,2.2008401285415222,0.0,5.87,5,2.0,4.5,32,3.629411557112951,2.228453532548323,0.7219280948873623,0.0,34.802819670697545,Slightly toxic,2
36,Compound 37,O=C(c1ccccc1)c1ccncc1,3.25,2.3126,82.23460952094787,54.11150000000002,183.21,183.068413908,7.551614308670455,174.13799999999998,4.375222463105506,1.9784870114002715,8.629973277127478,14,6.877010097711745,9.803118619434356,68,2.931038279111141,2.070935154671381,2.303941289095321,1.2594830968442796,30.33183534230805,Slightly toxic,2
278,Compound 279,Nc1ccc(Cl)cc1,3.609,1.9222,53.07456004339136,35.86440000000002,127.574,127.018876872,5.020644764975811,121.52599999999998,2.6769890491545723,1.12198140886552,5.446798905608755,8,3.787693700234704,5.983127663125442,42,1.987987004041311,2.0889165161409746,1.769973094021975,0.5887684822105379,11.600939890232516,Slightly toxic,2
128,Compound 129,CCOP(=S)(OCC)Oc1ccc([S@@](C)=O)cc1,3.854,3.1003000000000016,115.35093168678956,76.93940000000003,308.36100000000005,308.030587654,13.147738330270103,291.225,9.640507833958951,5.322660075577056,15.79636978579481,18,8.504149058184817,13.596011838247808,102,7.614271267461302,2.491393119461408,2.295381854850349,3.829769207117984,0.0,Slightly toxic,2
41,Compound 42,C#CCCO,3.288,0.002,31.627536515074656,20.535799999999995,70.091,70.041864812,2.9387774270626785,64.04299999999999,1.4584562912049244,0.2561409661723959,4.519999999999999,5,2.414213562373095,4.121320343559642,28,0.6777309429819103,1.622198525981837,1.4056390622295665,0.0645497224367902,0.0,Slightly toxic,2
199,Compound 200,C=CCc1ccccc1O,3.951,2.1207,60.63086018269854,42.00780000000002,134.178,134.07316494,5.7481785038211815,124.09799999999996,3.221007038460605,1.355867436956833,6.874155251141552,10,4.842535255101096,7.397341225498538,52,2.12151161149178,2.150633141611342,1.943742040923772,0.8389417058836892,24.27512131221871,Slightly toxic,2
216,Compound 217,CC(=O)C(C)(C)C,3.061,1.6215,44.72548369985636,30.13599999999998,100.161,100.088815004,5.408248290463863,88.06499999999998,2.454124145231932,1.0561862178478971,6.670000000000001,7,2.9433756729740645,6.077350269189626,42,2.8061862178478973,2.121001608708657,1.3143204867061788,0.0,20.771211599071872,Slightly toxic,2
262,Compound 263,O=[N+]([O-])c1ccccc1,3.015,1.5948,52.08437884199676,33.0964,123.11099999999996,123.0320284,4.650461522375814,118.07099999999998,2.499438771943049,0.967012110859851,5.751233595800525,9,4.304530452640311,6.69023444431199,46,1.5926589440218355,2.0623608540228293,1.9003726279897948,0.5497102281601604,18.19910120538483,Slightly toxic,2
363,Compound 364,CCCCCCCC(C)=O,3.971,2.935900000000001,63.82031004304618,44.057000000000016,142.24200000000002,142.135765196,7.150888977583149,124.09799999999996,4.2647843170117525,1.6323921585058765,9.67,10,4.770055610029663,7.819990956308912,60,2.866228665495706,2.0404863199322114,1.8709889548563376,0.9774988695386136,32.60702369139466,Slightly toxic,2
356,Compound 357,O=[N+]([O-])c1cccc([N+](=O)[O-])c1O,3.666,1.2086000000000003,71.53158831669258,41.41560000000001,184.107,184.012021228,6.206684755924204,180.075,3.145134072446452,1.3868210624554522,8.912421441774493,13,6.036581260209189,10.008071689507773,68,2.159090613075238,2.3381677911178422,2.030421715967236,0.8141420604669144,0.0,Slightly toxic,2
173,Compound 174,c1ccccc1,3.502,1.6866,37.43140311949697,26.442,78.11399999999999,78.046950192,3.464101615137755,72.06599999999999,2.0000000000000004,0.6666666666666671,3.411570881226053,6,3.0,4.242640687119286,30,1.154700538379252,1.794093161855451,1.719973094021975,0.3849001794597507,36.39820241076966,Slightly toxic,2
104,Compound 105,O=[N+]([O-])c1ccc(F)cc1,3.696,1.7338999999999998,56.249914244923,33.0544,141.101,141.022606588,4.951075726195415,137.069,2.5991046109706217,1.0374447129740378,6.666959064327487,10,4.698377302757663,7.560477932315068,52,1.7335265650682026,2.093520467105233,1.8845053612018057,0.5628070028158878,0.0,Slightly toxic,2
240,Compound 241,CCN(CC)c1ccc(C=O)cc1,3.87,2.3453,79.17746946172714,55.39050000000003,177.247,177.1153641,8.156426794285046,162.12699999999998,4.616020492192997,2.15776063103114,9.775543199315653,13,6.312391710140019,9.681798275874712,70,2.881673449078745,2.1312004566610865,2.2067946744792137,1.3524629451857373,0.0,Slightly toxic,2
219,Compound 220,C=CC[C@H](O)C=C,3.411,1.1094,43.97898928764009,31.017799999999987,98.145,98.07316494,4.300584746628478,88.06499999999998,2.224525384935947,0.6802346074991796,6.44,7,3.308060412490447,5.698670612749268,40,1.327427300116402,1.8938920530727448,1.679822907155627,0.2669856889798683,12.152040213667762,Slightly toxic,2
326,Compound 327,Cc1ccccc1C#N,3.418,1.8667,54.5538670297589,35.894000000000005,117.15099999999995,117.057849224,5.256614672258461,110.09499999999996,2.800957066939605,1.2655189736613814,5.839701686121919,9,4.342535255101096,6.69023444431199,44,1.9267247481551053,2.027287368349903,1.8934931172271927,0.6983431284192795,18.19910120538483,Slightly toxic,2
225,Compound 226,CCOC(=O)c1ccccc1C(=O)OCC,3.845,2.04,94.1711904649779,58.35500000000003,222.23999999999995,222.089208928,9.356607800987051,208.128,5.135410681680073,1.917755672522484,12.230621468926552,16,7.701907262607799,11.966255326250886,86,2.98652414289768,2.113294282618486,2.2950316558845096,1.2568063598181372,12.13273413692322,Slightly toxic,2
332,Compound 333,CC(C)(O)C(Cl)(Cl)Cl,3.119,2.127500000000001,63.53810980386041,36.58780000000001,177.458,175.956247884,6.848893852583003,170.40200000000002,3.1744469262915014,2.081159543169355,8.830000000000002,8,3.25,7.0,50,4.338008487217137,2.366675050618442,1.253297578463043,0.0,34.802819670697545,Slightly toxic,2
147,Compound 148,ClC(Cl)C(Cl)Cl,3.917,2.5938000000000008,56.31725804975285,30.988,167.85,165.891060784,5.690274214489978,165.834,2.9519480161652423,1.7142857142857146,7.16,6,2.6427344100918364,5.154700538379252,38,2.99647286995309,2.160253366449709,1.3609640474436813,0.0,0.0,Slightly toxic,2
